Unnamed: 0,gene_name,sample1
ENSG00000134463.13,ECHDC3,16774.78492
ENSG00000134470.18,IL15RA,80125.0554
ENSG00000134480.12,CCNH,129649.9495
ENSG00000134489.6,HRH4,109.8089357
ENSG00000134490.12,TMEM241,46692.29042
ENSG00000134504.11,KCTD1,33102.90396
ENSG00000134508.11,CABLES1,65677.09743
ENSG00000134516.14,DOCK2,2499.793181
ENSG00000134531.8,EMP1,449233.932
ENSG00000134532.14,SOX5,407.9924127
ENSG00000134533.5,RERG,2131.619408
ENSG00000134538.2,SLCO1B1,903.4974794
ENSG00000134539.15,KLRD1,370.286533
ENSG00000134545.12,KLRC1,746.4402823
ENSG00000134548.8,SPX,599.5522124
ENSG00000134551.11,PRH2,2660.364441
ENSG00000134569.8,LRP4,184827.7132
ENSG00000134571.9,MYBPC3,3670.184083
ENSG00000134574.10,DDB2,256538.34
ENSG00000134575.8,ACP2,242546.1286
ENSG00000134588.11,USP26,0
ENSG00000134590.12,FAM127A,874791.3525
ENSG00000134594.4,RAB33A,2561.393808
ENSG00000134595.7,SOX3,0
ENSG00000134597.12,RBMX2,181874.1516
ENSG00000134602.14,STK26,220363.6817
ENSG00000134612.10,FOLH1B,160.7900903
ENSG00000134627.10,PIWIL4,76968.11377
ENSG00000134640.2,MTNR1B,0
ENSG00000134644.14,PUM1,470547.7917
ENSG00000134668.11,SPOCD1,44172.11291
ENSG00000134684.9,YARS,257598.1775
ENSG00000134686.15,PHC2,585669.2586
ENSG00000134690.9,CDCA8,338830.4371
ENSG00000134697.11,GNL2,360853.685
ENSG00000134698.10,AGO4,116117.0186
ENSG00000134709.9,HOOK1,111989.0607
ENSG00000134716.8,CYP2J2,266319.2079
ENSG00000134717.16,BTF3L4,144805.2004
ENSG00000134744.12,ZCCHC11,62335.16853
ENSG00000134748.12,PRPF38A,251719.1883
ENSG00000134755.13,DSC2,344467.1963
ENSG00000134757.4,DSG3,73192.81322
ENSG00000134758.12,RNF138,176819.5277
ENSG00000134759.12,ELP2,158193.0863
ENSG00000134760.5,DSG1,920.2875316
ENSG00000134762.15,DSC3,136371.8045
ENSG00000134765.8,DSC1,188.6111807
ENSG00000134769.20,DTNA,11221.96217
ENSG00000134775.14,FHOD3,2174.451297
ENSG00000134779.13,TPGS2,158353.0656
ENSG00000134780.8,DAGLA,81997.08088
ENSG00000134802.16,SLC43A3,11859.55954
ENSG00000134809.7,TIMM10,744389.8291
ENSG00000134812.6,GIF,81425.26312
ENSG00000134815.17,DHX34,191914.0949
ENSG00000134817.10,APLNR,22628.04361
ENSG00000134824.12,FADS2,5625.611568
ENSG00000134825.12,TMEM258,428116.9798
ENSG00000134827.6,TCN1,1126816.649
ENSG00000134830.5,C5AR2,1658.014839
ENSG00000134851.11,TMEM165,338345.9426
ENSG00000134852.13,CLOCK,108759.2811
ENSG00000134853.10,PDGFRA,21562.67477
ENSG00000134864.9,GGACT,54329.43161
ENSG00000134871.16,COL4A2,182606.1807
ENSG00000134873.8,CLDN10,714.9926207
ENSG00000134874.16,DZIP1,1759.484005
ENSG00000134882.14,UBAC2,381340.7887
ENSG00000134884.12,ARGLU1,688699.004
ENSG00000134897.12,BIVM,81794.92887
ENSG00000134899.16,ERCC5,124758.8873
ENSG00000134900.10,TPP2,168878.532
ENSG00000134901.11,KDELC1,30459.43074
ENSG00000134905.15,CARS2,146671.6905
ENSG00000134909.17,ARHGAP32,156425.4927
ENSG00000134910.11,STT3A,414459.4982
ENSG00000134917.9,ADAMTS8,2493.437306
ENSG00000134940.12,ACRV1,3095.499999
ENSG00000134954.13,ETS1,123385.9835
ENSG00000134955.10,SLC37A2,3350.697904
ENSG00000134962.6,KLB,3509.913901
ENSG00000134970.13,TMED7,336063.057
ENSG00000134982.15,APC,32733.90251
ENSG00000134986.12,NREP,38953.58212
ENSG00000134987.10,WDR36,74653.03699
ENSG00000134996.11,OSTF1,820521.3395
ENSG00000135002.10,RFK,242166.1749
ENSG00000135018.12,UBQLN1,383310.8559
ENSG00000135040.14,NAA35,139606.5148
ENSG00000135045.6,C9orf40,167377.509
ENSG00000135046.12,ANXA1,277997.9932
ENSG00000135047.13,CTSL,211093.0594
ENSG00000135048.12,TMEM2,530329.4027
ENSG00000135049.14,AGTPBP1,91255.29425
ENSG00000135052.15,GOLM1,2503073.237
ENSG00000135063.16,FAM189A2,20565.31286
ENSG00000135069.12,PSAT1,263426.4174
ENSG00000135070.12,ISCA1,180128.13
ENSG00000135074.14,ADAM19,52072.69725
ENSG00000135077.7,HAVCR2,9000.060459
ENSG00000135083.13,CCNJL,104436.8303
ENSG00000135090.12,TAOK3,108068.2823
ENSG00000135093.11,USP30,93890.2968
ENSG00000135094.9,SDS,19026.82736
ENSG00000135097.5,MSI1,12252.82931
ENSG00000135100.16,HNF1A,59359.46095
ENSG00000135108.13,FBXO21,172089.7071
ENSG00000135111.13,TBX3,368187.5529
ENSG00000135114.11,OASL,107652.0972
ENSG00000135116.8,HRK,58.77413926
ENSG00000135119.13,RNFT2,11300.41777
ENSG00000135124.13,P2RX4,157478.315
ENSG00000135127.10,CCDC64,84022.49776
ENSG00000135144.6,DTX1,51506.52334
ENSG00000135148.10,TRAFD1,187895.4635
ENSG00000135164.17,DMTF1,143198.9681
ENSG00000135175.5,OCM2,0
ENSG00000135185.10,TMEM243,129662.633
ENSG00000135205.13,CCDC146,119198.0555
ENSG00000135211.5,TMEM60,372068.7406
ENSG00000135218.16,CD36,3504.158924
ENSG00000135220.9,UGT2A3,22756.62884
ENSG00000135222.6,CSN2,0
ENSG00000135226.15,UGT2B28,310.4271108
ENSG00000135241.15,PNPLA8,143545.1546
ENSG00000135245.9,HILPDA,212480.609
ENSG00000135248.14,FAM71F1,0
ENSG00000135249.6,RINT1,112403.4911
ENSG00000135250.15,SRPK2,109571.6889
ENSG00000135253.12,KCP,7120.203383
ENSG00000135269.16,TES,574054.4335
ENSG00000135272.8,MDFIC,8304.02928
ENSG00000135297.14,MTO1,37772.01786
ENSG00000135298.12,BAI3,0
ENSG00000135299.15,ANKRD6,3143.312098
ENSG00000135312.5,HTR1B,3835.992155
ENSG00000135314.11,KHDC1,14427.91079
ENSG00000135315.10,CEP162,43927.50608
ENSG00000135316.16,SYNCRIP,505670.7246
ENSG00000135317.11,SNX14,261508.8445
ENSG00000135318.10,NT5E,375678.4376
ENSG00000135324.5,MRAP2,268270.0134
ENSG00000135333.12,EPHA7,432.1664982
ENSG00000135334.8,AKIRIN2,379003.317
ENSG00000135336.13,ORC3,145432.8715
ENSG00000135338.12,LCA5,7969.138633
ENSG00000135341.16,MAP3K7,121162.575
ENSG00000135346.7,CGA,176.3481508
ENSG00000135355.3,GJA10,0
ENSG00000135362.12,PRR5L,183186.5994
ENSG00000135363.10,LMO2,15675.87016
ENSG00000135365.14,PHF21A,58239.2053
ENSG00000135372.7,NAT10,385644.5414
ENSG00000135373.11,EHF,712898.9388
ENSG00000135374.8,ELF5,89.62598494
ENSG00000135378.3,PRRG4,109034.4353
ENSG00000135387.18,CAPRIN1,862132.876
ENSG00000135390.16,ATP5G2,2086357.783
ENSG00000135392.14,DNAJC14,111605.3995
ENSG00000135404.10,CD63,6268547.318
ENSG00000135406.12,PRPH,832.7619083
ENSG00000135407.9,AVIL,51296.38007
ENSG00000135409.9,AMHR2,0
ENSG00000135413.7,LACRT,0
ENSG00000135414.8,GDF11,15772.45475
ENSG00000135423.11,GLS2,6516.832846
ENSG00000135424.14,ITGA7,46263.04049
ENSG00000135426.13,TESPA1,961.8607196
ENSG00000135436.7,FAM186B,4488.49797
ENSG00000135437.8,RDH5,42262.78317
ENSG00000135439.10,AGAP2,5148.48531
ENSG00000135441.6,BLOC1S1,592980.454
ENSG00000135443.7,KRT85,148.4626525
ENSG00000135446.15,CDK4,488598.6031
ENSG00000135447.15,PPP1R1A,606.8998136
ENSG00000135451.11,TROAP,178164.0818
ENSG00000135452.8,TSPAN31,172331.1462
ENSG00000135454.12,B4GALNT1,905.9134292
ENSG00000135457.8,TFCP2,372783.8627
ENSG00000135469.12,COQ10A,39247.06128
ENSG00000135472.7,FAIM2,74943.39305
ENSG00000135473.13,PAN2,268924.7355
ENSG00000135476.10,ESPL1,65785.75523
ENSG00000135477.10,KRT87P,4077.629457
ENSG00000135480.13,KRT7,53336.50466
ENSG00000135482.5,ZC3H10,19463.2187
ENSG00000135486.16,HNRNPA1,5012793.656
ENSG00000135502.15,SLC26A10,94.19531719
ENSG00000135503.11,ACVR1B,401080.2835
ENSG00000135506.14,OS9,1556103.724
ENSG00000135517.6,MIP,1684.261789
ENSG00000135519.6,KCNH3,2644.271263
ENSG00000135521.8,LTV1,374211.7307
ENSG00000135525.17,MAP7,583353.2076
ENSG00000135535.13,CD164,3207500.416
ENSG00000135537.15,LACE1,11487.54811
ENSG00000135540.10,NHSL1,213854.0393
ENSG00000135541.19,AHI1,66119.63733
ENSG00000135547.7,HEY2,3526.705666
ENSG00000135549.13,PKIB,18190.78448
ENSG00000135569.4,TAAR5,0
ENSG00000135577.4,NMBR,255.5705433
ENSG00000135587.7,SMPD2,291984.9044
ENSG00000135596.16,MICAL1,458435.3125
ENSG00000135597.17,REPS1,117704.475
ENSG00000135604.9,STX11,5646.437051
ENSG00000135605.11,TEC,34281.20533
ENSG00000135617.3,PRADC1,258786.3365
ENSG00000135622.11,SEMA4F,55433.07437
ENSG00000135624.14,CCT7,1828377.431
ENSG00000135625.7,EGR4,7455.7357
ENSG00000135631.14,RAB11FIP5,128397.7448
ENSG00000135632.10,SMYD5,297913.592
ENSG00000135636.12,DYSF,11287.03869
ENSG00000135637.12,CCDC142,36272.33342
ENSG00000135638.12,EMX1,3797.048073
ENSG00000135643.4,KCNMB4,2809.702912
ENSG00000135655.12,USP15,46380.381
ENSG00000135677.9,GNS,632050.5184
ENSG00000135678.10,CPM,73767.12187
ENSG00000135679.20,MDM2,122263.0379
ENSG00000135686.11,KLHL36,142373.0695
ENSG00000135697.8,BCO1,28318.26291
ENSG00000135698.8,MPHOSPH6,171778.8816
ENSG00000135702.13,CHST5,131188.1604
ENSG00000135709.11,KIAA0513,60665.28049
ENSG00000135720.11,DYNC1LI2,347991.8663
ENSG00000135722.7,FBXL8,203577.2067
ENSG00000135723.12,FHOD1,188018.2432
ENSG00000135736.5,CCDC102A,42742.63916
ENSG00000135740.15,SLC9A5,11446.39106
ENSG00000135744.7,AGT,164557.5334
ENSG00000135747.10,ZNF670,1889.799076
ENSG00000135749.17,PCNXL2,56940.11809
ENSG00000135750.13,KCNK1,293283.6517
ENSG00000135763.8,URB2,92825.12929
ENSG00000135766.8,EGLN1,124797.7875
ENSG00000135773.11,CAPN9,475319.8147
ENSG00000135775.12,COG2,103548.6418
ENSG00000135776.4,ABCB10,138455.3419
ENSG00000135778.10,NTPCR,85489.58801
ENSG00000135801.8,TAF5L,114200.3341
ENSG00000135821.15,GLUL,889039.5991
ENSG00000135823.12,STX6,143774.1942
ENSG00000135824.11,RGS8,0
ENSG00000135828.10,RNASEL,76347.20387
ENSG00000135829.15,DHX9,691681.3703
ENSG00000135835.9,KIAA1614,3595.184409
ENSG00000135837.14,CEP350,66214.51951
ENSG00000135838.12,NPL,35865.56284
ENSG00000135842.15,FAM129A,4185.593447
ENSG00000135845.8,PIGC,195107.0039
ENSG00000135862.5,LAMC1,256780.1101
ENSG00000135870.10,RC3H1,75599.8454
ENSG00000135898.8,GPR55,4193.584644
ENSG00000135899.15,SP110,16956.03524
ENSG00000135900.3,MRPL44,445868.253
ENSG00000135902.8,CHRND,643.0063479
ENSG00000135903.17,PAX3,5216.220716
ENSG00000135905.17,DOCK10,3057.700028
ENSG00000135912.9,TTLL4,98637.65905
ENSG00000135913.9,USP37,14784.46707
ENSG00000135914.5,HTR2B,3227.972027
ENSG00000135916.14,ITM2C,4758841.367
ENSG00000135917.12,SLC19A3,9221.065774
ENSG00000135919.11,SERPINE2,438386.4683
ENSG00000135924.14,DNAJB2,322716.0373
ENSG00000135925.7,WNT10A,3659.482552
ENSG00000135926.11,TMBIM1,1324478.249
ENSG00000135929.7,CYP27A1,204967.7471
ENSG00000135930.12,EIF4E2,262813.8335
ENSG00000135931.16,ARMC9,37188.59593
ENSG00000135932.9,CAB39,460565.9649
ENSG00000135940.5,COX5B,2691996.008
ENSG00000135945.8,REV1,112502.3571
ENSG00000135951.13,TSGA10,33096.16012
ENSG00000135953.9,MFSD9,159746.63
ENSG00000135956.7,TMEM127,366024.8648
ENSG00000135960.8,EDAR,44864.46767
ENSG00000135966.11,TGFBRAP1,160440.9308
ENSG00000135968.18,GCC2,202450.9698
ENSG00000135972.7,MRPS9,444844.8866
ENSG00000135973.2,GPR45,0
ENSG00000135974.8,C2orf49,100103.4656
ENSG00000135976.15,ANKRD36,12495.73453
ENSG00000135999.10,EPC2,93515.19393
ENSG00000136002.15,ARHGEF4,35071.54479
ENSG00000136003.14,ISCU,253880.6342
ENSG00000136010.12,ALDH1L2,1751.831377
ENSG00000136011.13,STAB2,2992.222563
ENSG00000136014.10,USP44,74.78261721
ENSG00000136021.16,SCYL2,202144.4621
ENSG00000136026.12,CKAP4,1154751.734
ENSG00000136040.7,PLXNC1,9451.276313
ENSG00000136044.10,APPL2,238649.0202
ENSG00000136045.10,PWP1,397457.3374
ENSG00000136048.12,DRAM1,123531.7952
ENSG00000136051.12,KIAA1033,123847.5332
ENSG00000136052.8,SLC41A2,97195.59623
ENSG00000136059.13,VILL,552795.1388
ENSG00000136068.13,FLNB,1040955.529
ENSG00000136098.15,NEK3,199598.2014
ENSG00000136099.12,PCDH8,0
ENSG00000136100.11,VPS36,317186.8077
ENSG00000136104.17,RNASEH2B,78863.20766
ENSG00000136108.13,CKAP2,175036.6511
ENSG00000136110.11,LECT1,494.8147129
ENSG00000136111.11,TBC1D4,109375.9013
ENSG00000136114.14,THSD1,16361.40023
ENSG00000136122.14,BORA,57341.40673
ENSG00000136141.13,LRCH1,140451.8053
ENSG00000136143.12,SUCLA2,224028.813
ENSG00000136144.10,RCBTB1,103315.4349
ENSG00000136146.13,MED4,359734.0735
ENSG00000136147.15,PHF11,110491.7881
ENSG00000136149.6,RPL13AP25,327751.6827
ENSG00000136152.13,COG3,215114.61
ENSG00000136153.18,LMO7,283125.6979
ENSG00000136155.15,SCEL,10344.86351
ENSG00000136156.11,ITM2B,670009.9442
ENSG00000136158.9,SPRY2,752923.9441
ENSG00000136159.3,NUDT15,313699.3204
ENSG00000136160.13,EDNRB,26669.86169
ENSG00000136161.11,RCBTB2,58740.99694
ENSG00000136167.12,LCP1,35176.52557
ENSG00000136169.15,SETDB2,55971.70944
ENSG00000136193.15,SCRN1,53295.29293
ENSG00000136197.11,C7orf25,5952.40162
ENSG00000136205.15,TNS3,94369.89432
ENSG00000136206.3,SPDYE1,2128.693269
ENSG00000136213.9,CHST12,19835.80779
ENSG00000136231.12,IGF2BP3,0
ENSG00000136235.14,GPNMB,21302.12232
ENSG00000136237.17,RAPGEF5,35776.38365
ENSG00000136238.16,RAC1,2853989.25
ENSG00000136240.8,KDELR2,2209531.482
ENSG00000136243.15,NUPL2,164672.6591
ENSG00000136244.10,IL6,194.6733573
ENSG00000136247.13,ZDHHC4,213222.7127
ENSG00000136250.10,AOAH,13655.47635
ENSG00000136261.13,BZW2,650144.1046
ENSG00000136267.12,DGKB,4625.743359
ENSG00000136270.12,TBRG4,594069.7863
ENSG00000136271.9,DDX56,536444.8322
ENSG00000136273.10,HUS1,88424.34874
ENSG00000136274.8,NACAD,2785.131583
ENSG00000136275.9,C7orf69,0
ENSG00000136279.17,DBNL,222365.337
ENSG00000136280.14,CCM2,103495.967
ENSG00000136286.13,MYO1G,3956.573441
ENSG00000136295.13,TTYH3,823367.6456
ENSG00000136297.13,MMD2,163.3329993
ENSG00000136305.10,CIDEB,1385.419306
ENSG00000136315.4,RP11-84C10.2,0
ENSG00000136319.10,TTC5,32039.72428
ENSG00000136327.6,NKX2-8,11498.85039
ENSG00000136352.16,NKX2-1,38814.42299
ENSG00000136367.13,ZFHX2,11095.51641
ENSG00000136371.8,MTHFS,80407.84536
ENSG00000136378.13,ADAMTS7,11567.52615
ENSG00000136379.10,ABHD17C,812665.5672
ENSG00000136381.11,IREB2,113013.7389
ENSG00000136383.6,ALPK3,8357.483823
ENSG00000136404.14,TM6SF1,908.1830357
ENSG00000136425.11,CIB2,60998.7103
ENSG00000136436.13,CALCOCO2,273385.218
ENSG00000136444.8,RSAD1,204267.9529
ENSG00000136448.10,NMT1,351563.5905
ENSG00000136449.12,MYCBPAP,2225.640882
ENSG00000136450.11,SRSF1,1333150.837
ENSG00000136451.7,VEZF1,220860.391
ENSG00000136457.8,CHAD,17210.8749
ENSG00000136463.7,TACO1,245495.2129
ENSG00000136478.6,TEX2,119053.2687
ENSG00000136485.13,DCAF7,511330.4616
ENSG00000136487.16,GH2,0
ENSG00000136488.13,CSH1,0
ENSG00000136490.7,LIMD2,13581.59499
ENSG00000136492.7,BRIP1,25756.49595
ENSG00000136504.10,KAT7,61399.05565
ENSG00000136514.2,RTP4,167695.0625
ENSG00000136518.15,ACTL6A,459332.6607
ENSG00000136521.11,NDUFB5,296510.2368
ENSG00000136522.12,MRPL47,586528.8005
ENSG00000136527.16,TRA2B,233337.4479
ENSG00000136531.12,SCN2A,97.21920741
ENSG00000136535.13,TBR1,0
ENSG00000136536.13,7-Mar,211318.1461
ENSG00000136541.13,ERMN,3392.403716
ENSG00000136542.7,GALNT5,201921.2708
ENSG00000136546.12,SCN7A,0
ENSG00000136560.12,TANK,148867.2991
ENSG00000136573.11,BLK,335.4396638
ENSG00000136574.16,GATA4,29372.1479
ENSG00000136603.12,SKIL,393721.5618
ENSG00000136628.16,EPRS,663292.3133
ENSG00000136630.12,HLX,9962.73581
ENSG00000136631.11,VPS45,120473.5543
ENSG00000136634.5,IL10,814.5180512
ENSG00000136636.11,KCTD3,310603.2966
ENSG00000136643.10,RPS6KC1,68843.35518
ENSG00000136682.13,CBWD2,34300.51347
ENSG00000136688.9,IL36G,583.7379367
ENSG00000136689.17,IL1RN,77067.39154
ENSG00000136694.8,IL36A,0
ENSG00000136695.13,IL36RN,0
ENSG00000136696.9,IL36B,215.5051773
ENSG00000136697.11,IL1F10,0
ENSG00000136698.7,CFC1,0
ENSG00000136699.18,SMPD4,258707.113
ENSG00000136709.10,WDR33,104893.8637
ENSG00000136710.8,CCDC115,249953.1271
ENSG00000136715.16,SAP130,186514.4825
ENSG00000136717.13,BIN1,231878.5011
ENSG00000136718.8,IMP4,506368.8479
ENSG00000136720.6,HS6ST1,67430.89349
ENSG00000136731.11,UGGT1,171843.9309
ENSG00000136732.13,GYPC,5839.179916
ENSG00000136738.13,STAM,208834.6746
ENSG00000136750.10,GAD2,0
ENSG00000136754.15,ABI1,485474.0001
ENSG00000136758.17,YME1L1,414914.718
ENSG00000136770.9,DNAJC1,494576.1097
ENSG00000136783.9,NIPSNAP3A,356034.9779
ENSG00000136802.10,LRRC8A,355724.0947
ENSG00000136807.10,CDK9,451246.9372
ENSG00000136810.11,TXN,6022642.044
ENSG00000136811.15,ODF2,251508.5988
ENSG00000136813.13,KIAA0368,464275.8194
ENSG00000136816.14,TOR1B,350477.3801
ENSG00000136819.13,C9orf78,257592.2522
ENSG00000136824.17,SMC2,121742.9329
ENSG00000136826.13,KLF4,657281.8972
ENSG00000136827.11,TOR1A,294544.3047
ENSG00000136828.17,RALGPS1,100857.7151
ENSG00000136830.10,FAM129B,1446576.757
ENSG00000136834.3,OR1J1,0
ENSG00000136839.1,OR13C9,0
ENSG00000136840.17,ST6GALNAC4,193119.5975
ENSG00000136842.12,TMOD1,2824.233707
ENSG00000136848.15,DAB2IP,326132.3302
ENSG00000136854.16,STXBP1,173709.8763
ENSG00000136856.16,SLC2A8,289266.8168
ENSG00000136859.8,ANGPTL2,37595.48496
ENSG00000136861.16,CDK5RAP2,127187.1149
ENSG00000136866.12,ZFP37,6212.206371
ENSG00000136867.9,SLC31A2,4182.211895
ENSG00000136868.10,SLC31A1,242123.1561
ENSG00000136869.13,TLR4,339174.3977
ENSG00000136870.9,ZNF189,226321.3024
ENSG00000136872.16,ALDOB,899556.5937
ENSG00000136874.9,STX17,73502.95095
ENSG00000136875.11,PRPF4,247821.2314
ENSG00000136877.13,FPGS,369888.7882
ENSG00000136878.11,USP20,158164.3279
ENSG00000136881.10,BAAT,2495.828475
ENSG00000136883.11,KIF12,353362.5715
ENSG00000136888.6,ATP6V1G1,2075007.205
ENSG00000136891.12,TEX10,113605.8054
ENSG00000136895.17,GARNL3,22392.77731
ENSG00000136897.7,MRPL50,255423.8894
ENSG00000136908.16,DPM2,387737.6303
ENSG00000136918.6,WDR38,290.3959454
ENSG00000136925.13,TSTD2,42574.61591
ENSG00000136928.4,GABBR2,134.1032716
ENSG00000136929.11,HEMGN,0
ENSG00000136930.11,PSMB7,1790755.767
ENSG00000136931.8,NR5A1,117.7028569
ENSG00000136932.12,C9orf156,83564.93975
ENSG00000136933.15,RABEPK,200264.5067
ENSG00000136935.12,GOLGA1,135709.6145
ENSG00000136936.9,XPA,136896.5777
ENSG00000136937.11,NCBP1,255403.234
ENSG00000136938.8,ANP32B,2889124.146
ENSG00000136939.1,OR1L4,0
ENSG00000136940.12,PDCL,180591.4896
ENSG00000136942.13,RPL35,7975552.485
ENSG00000136943.9,CTSV,77385.02047
ENSG00000136944.16,LMX1B,621.7860355
ENSG00000136950.12,ARPC5L,337062.5739
ENSG00000136960.11,ENPP2,6644.150479
ENSG00000136982.5,DSCC1,59109.35281
ENSG00000136986.8,DERL1,254374.8731
ENSG00000136997.13,MYC,1555685.916
ENSG00000136999.4,NOV,50780.61445
ENSG00000137033.10,IL33,375291.6334
ENSG00000137038.7,TMEM261,480649.8171
ENSG00000137040.9,RANBP6,153184.3998
ENSG00000137054.14,POLR1E,249973.2229
ENSG00000137055.13,PLAA,207775.6207
ENSG00000137070.16,IL11RA,77707.80644
ENSG00000137073.19,UBAP2,157858.1916
ENSG00000137074.17,APTX,214199.0077
ENSG00000137075.16,RNF38,119757.5752
ENSG00000137076.17,TLN1,643063.5778
ENSG00000137077.6,CCL21,435.9081995
ENSG00000137078.7,SIT1,3642.313576
ENSG00000137080.4,IFNA21,0
ENSG00000137090.10,DMRT1,0
ENSG00000137094.13,DNAJB5,5059.524537
ENSG00000137098.12,SPAG8,7102.645284
ENSG00000137100.14,DCTN3,216682.2735
ENSG00000137101.11,CD72,14393.46732
ENSG00000137103.15,TMEM8B,145234.2989
ENSG00000137106.16,GRHPR,304899.2658
ENSG00000137124.6,ALDH1B1,1690858.049
ENSG00000137133.9,HINT2,186842.4488
ENSG00000137135.16,ARHGEF39,86061.80676
ENSG00000137142.4,IGFBPL1,5527.619071
ENSG00000137145.19,DENND4C,132371.3382
ENSG00000137154.11,RPS6,24618801.19
ENSG00000137161.15,CNPY3,1583355.056
ENSG00000137166.13,FOXP4,534449.4516
ENSG00000137168.7,PPIL1,403669.296
ENSG00000137171.13,KLC4,372104.9796
ENSG00000137177.17,KIF13A,178480.2874
ENSG00000137185.10,ZSCAN9,104472.5475
ENSG00000137193.12,PIM1,256523.1167
ENSG00000137198.8,GMPR,151042.1911
ENSG00000137200.11,CMTR1,246906.5372
ENSG00000137203.9,TFAP2A,11186.95347
ENSG00000137204.13,SLC22A7,2055.578444
ENSG00000137207.10,YIPF3,1050550.469
ENSG00000137210.12,TMEM14B,213644.4478
ENSG00000137216.17,TMEM63B,388397.4566
ENSG00000137218.9,FRS3,55526.59044
ENSG00000137221.13,TJAP1,133841.4708
ENSG00000137225.11,CAPN11,680.945353
ENSG00000137251.14,TINAG,14578.55023
ENSG00000137252.8,HCRTR2,0
ENSG00000137261.12,KIAA0319,38357.24727
ENSG00000137265.13,IRF4,1980.433386
ENSG00000137266.13,SLC22A23,186451.7226
ENSG00000137267.5,TUBB2A,233924.4435
ENSG00000137269.13,LRRC1,188681.9339
ENSG00000137270.10,GCM1,145.6705882
ENSG00000137273.3,FOXF2,24494.57268
ENSG00000137274.11,BPHL,87803.07304
ENSG00000137275.12,RIPK1,312913.059
ENSG00000137285.9,TUBB2B,16522.39101
ENSG00000137288.8,UQCC2,208046.7403
ENSG00000137309.18,HMGA1,3751367.894
ENSG00000137310.10,TCF19,156079.7769
ENSG00000137312.13,FLOT1,1535643.018
ENSG00000137331.11,IER3,2057857.031
ENSG00000137337.13,MDC1,104690.6192
ENSG00000137338.5,PGBD1,16890.73965
ENSG00000137343.16,ATAT1,169496.6645
ENSG00000137364.4,TPMT,773143.5557
ENSG00000137392.8,CLPS,670.1816578
ENSG00000137393.9,RNF144B,27163.27199
ENSG00000137404.13,NRM,187897.9629
ENSG00000137409.17,MTCH1,1275209.695
ENSG00000137411.15,VARS2,172687.7576
ENSG00000137413.14,TAF8,63023.707
ENSG00000137414.5,FAM8A1,158717.5587
ENSG00000137434.10,C6orf52,6378.855734
ENSG00000137440.4,FGFBP1,259924.4574
ENSG00000137441.7,FGFBP2,966.6700232
ENSG00000137449.14,CPEB2,67064.38842
ENSG00000137460.7,FHDC1,125421.7578
ENSG00000137462.6,TLR2,25605.24764
ENSG00000137463.4,MGARP,1804.835742
ENSG00000137473.16,TTC29,241.7642115
ENSG00000137474.18,MYO7A,13062.03539
ENSG00000137478.13,FCHSD2,76627.41847
ENSG00000137486.15,ARRB1,56463.72461
ENSG00000137491.13,SLCO2B1,75645.12789
ENSG00000137492.6,PRKRIR,114677.6482
ENSG00000137494.12,ANKRD42,30430.07459
ENSG00000137496.16,IL18BP,40995.33601
ENSG00000137497.16,NUMA1,283749.781
ENSG00000137500.8,CCDC90B,94049.3367
ENSG00000137501.15,SYTL2,290161.1748
ENSG00000137502.8,RAB30,20016.40937
ENSG00000137504.12,CREBZF,253980.8552
ENSG00000137507.10,LRRC32,141907.6219
ENSG00000137509.9,PRCP,69836.45822
ENSG00000137513.8,NARS2,162746.8032
ENSG00000137522.16,RNF121,89882.87759
ENSG00000137547.7,MRPL15,954698.2492
ENSG00000137558.6,PI15,337.713116
ENSG00000137561.4,TTPA,32539.29721
ENSG00000137563.10,GGH,551537.2363
ENSG00000137571.9,SLCO5A1,9029.477131
ENSG00000137573.12,SULF1,24541.94683
ENSG00000137574.9,TGS1,163755.9174
ENSG00000137575.10,SDCBP,1057105.666
ENSG00000137601.14,NEK1,31889.93092
ENSG00000137628.15,DDX60,104782.2568
ENSG00000137634.8,NXPE4,610034.4806
ENSG00000137642.11,SORL1,205645.3916
ENSG00000137648.15,TMPRSS4,754826.3152
ENSG00000137656.10,BUD13,179746.627
ENSG00000137672.11,TRPC6,509.2024985
ENSG00000137673.7,MMP7,563336.0068
ENSG00000137674.3,MMP20,315.7814005
ENSG00000137675.4,MMP27,0
ENSG00000137691.11,C11orf70,9434.193023
ENSG00000137692.10,DCUN1D5,192149.36
ENSG00000137693.12,YAP1,301508.6178
ENSG00000137699.15,TRIM29,102251.8285
ENSG00000137700.15,SLC37A4,146826.2274
ENSG00000137707.12,BTG4,0
ENSG00000137709.8,POU2F3,15214.08175
ENSG00000137710.13,RDX,5987.91858
ENSG00000137713.14,PPP2R1B,159013.8623
ENSG00000137714.2,FDX1,166714.8992
ENSG00000137720.6,C11orf1,117542.9703
ENSG00000137726.14,FXYD6,8676.567622
ENSG00000137727.11,ARHGAP20,734.8953392
ENSG00000137731.12,FXYD2,1943.706481
ENSG00000137745.10,MMP13,1847.610901
ENSG00000137747.13,TMPRSS13,18761.83978
ENSG00000137752.21,CASP1,140613.2819
ENSG00000137757.9,CASP5,31119.24541
ENSG00000137760.13,ALKBH8,33252.07581
ENSG00000137764.18,MAP2K5,91347.85136
ENSG00000137766.15,UNC13C,0
ENSG00000137767.12,SQRDL,749471.8741
