Unnamed: 0,gene_name,sample1
ENSG00000226705.1,SDCBPP1,0
ENSG00000226706.1,RP11-426A6.5,34616.65258
ENSG00000226707.1,RP11-719J20.1,0
ENSG00000226708.1,AC073409.1,0
ENSG00000226709.1,FGF12-AS3,0
ENSG00000226711.5,FAM66C,3197.345961
ENSG00000226715.1,RP11-411H5.1,3370.53704
ENSG00000226716.1,AL589986.2,510.4932526
ENSG00000226717.2,PTPRD-AS2,0
ENSG00000226718.1,SNRPGP8,0
ENSG00000226721.2,EEF1DP2,0
ENSG00000226722.3,LINC00424,0
ENSG00000226723.2,RP11-142L4.3,516.3835594
ENSG00000226724.1,RP11-795A2.3,0
ENSG00000226725.2,PABPC1L2B-AS1,0
ENSG00000226726.1,TMEM256P2,0
ENSG00000226729.3,RPL35AP30,0
ENSG00000226733.1,RP11-397G17.1,0
ENSG00000226734.1,SNRPGP12,0
ENSG00000226738.1,CTA-384D8.31,0
ENSG00000226739.1,RP11-347L18.1,0
ENSG00000226741.1,CTA-929C8.6,0
ENSG00000226742.3,HSBP1L1,241745.8675
ENSG00000226744.1,AC079781.5,3274.62745
ENSG00000226745.2,RP11-115D7.3,0
ENSG00000226746.2,SMCR5,424.8725489
ENSG00000226747.5,AC007966.1,9576.950524
ENSG00000226750.1,RP11-513D4.3,0
ENSG00000226751.2,AF127936.5,579.5383832
ENSG00000226752.6,PSMD5-AS1,56089.5664
ENSG00000226753.1,RP11-212D3.2,0
ENSG00000226754.1,RP5-1024G6.5,8526.231505
ENSG00000226755.2,VPS25P1,0
ENSG00000226756.1,AC007365.3,1284.782062
ENSG00000226757.2,PP12613,0
ENSG00000226758.1,DISC1-IT1,0
ENSG00000226759.6,DAB1-AS1,0
ENSG00000226761.3,TAS2R46,0
ENSG00000226762.1,RP11-298E9.6,0
ENSG00000226763.4,SRRM5,10151.58784
ENSG00000226764.2,AC010145.4,0
ENSG00000226765.1,RP11-694D5.1,0
ENSG00000226766.1,FABP7P1,0
ENSG00000226767.1,RP11-328P23.3,0
ENSG00000226769.1,GAPDHP54,0
ENSG00000226770.1,AC000124.1,0
ENSG00000226771.1,AP001136.2,0
ENSG00000226772.1,CTA-747E2.10,0
ENSG00000226773.1,RP4-775D17.1,0
ENSG00000226774.1,RP11-654E17.2,4597.935803
ENSG00000226776.1,KRTAP3-4P,0
ENSG00000226777.6,KIAA0125,855.7631225
ENSG00000226779.1,NAALADL2-AS2,0
ENSG00000226780.1,RP11-38J22.3,639.3320259
ENSG00000226781.1,TBCAP1,54196.58642
ENSG00000226782.2,RP11-706D8.3,0
ENSG00000226783.1,TLK1P1,330.1468658
ENSG00000226784.2,PGAM4,2106.034909
ENSG00000226785.1,AC073218.1,0
ENSG00000226786.2,RP1-167F1.2,4058.228477
ENSG00000226789.1,AC110926.4,427.7300987
ENSG00000226790.3,HNRNPA3P1,1414.501058
ENSG00000226791.5,AC109826.1,383.4166362
ENSG00000226792.5,LINC00371,0
ENSG00000226794.1,MTND1P20,0
ENSG00000226797.1,AC015923.1,768.6625502
ENSG00000226798.1,RP11-289F5.1,0
ENSG00000226800.5,CACTIN-AS1,8000.84093
ENSG00000226801.2,OSTCP8,899.0606614
ENSG00000226802.1,RP11-72I18.1,0
ENSG00000226803.6,RP11-203B9.4,2702.666291
ENSG00000226804.4,RP4-675G8.3,0
ENSG00000226806.1,AC011893.3,0
ENSG00000226807.5,MROH5,253.6392798
ENSG00000226808.1,LINC00840,612.1264078
ENSG00000226810.3,RP11-45H22.1,0
ENSG00000226812.2,RP5-881L22.5,146263.0784
ENSG00000226813.2,AC114813.1,0
ENSG00000226814.2,RP3-419C19.2,0
ENSG00000226816.2,AC005082.12,396.2411966
ENSG00000226818.1,SLC6A6P1,0
ENSG00000226819.1,MEIS1-AS3,0
ENSG00000226820.2,RP11-747I9.1,0
ENSG00000226822.1,RP11-356N1.2,0
ENSG00000226823.1,SUGT1P,846.1747402
ENSG00000226824.5,RP4-756H11.3,70851.34765
ENSG00000226825.1,LINC01509,0
ENSG00000226827.1,NPM1P11,0
ENSG00000226828.1,RP11-278H7.1,447.7811855
ENSG00000226829.1,RP5-945F2.3,0
ENSG00000226831.1,MED15P3,0
ENSG00000226833.4,AC097724.3,7282.516401
ENSG00000226835.1,RP11-148B18.3,0
ENSG00000226836.5,RP11-77B22.1,0
ENSG00000226837.2,HMGB1P32,0
ENSG00000226838.1,AC096582.8,0
ENSG00000226839.1,MTND6P11,0
ENSG00000226840.1,PAICSP3,344.8451852
ENSG00000226842.1,RP11-166N17.3,0
ENSG00000226843.1,RP11-2P2.1,0
ENSG00000226845.1,EEF1GP3,312.7167518
ENSG00000226846.1,LINC00348,0
ENSG00000226847.1,PRPS1P1,0
ENSG00000226849.1,RP4-635E18.7,4355.18125
ENSG00000226851.1,AC004112.4,2278.807221
ENSG00000226853.2,AC010894.3,13239.26496
ENSG00000226854.1,RP11-212D3.4,0
ENSG00000226855.1,RP11-350G8.3,6842.228363
ENSG00000226856.4,AC093901.1,9462.63642
ENSG00000226857.1,DUTP3,0
ENSG00000226859.1,RP11-48F14.2,0
ENSG00000226860.1,AC109638.1,0
ENSG00000226861.1,RP5-1119O21.2,0
ENSG00000226862.1,RP11-569A11.1,8979.153612
ENSG00000226863.1,SHROOM2P1,0
ENSG00000226864.1,ATE1-AS1,22023.67736
ENSG00000226867.1,RP13-77O11.8,0
ENSG00000226868.1,RP11-122M14.3,0
ENSG00000226869.5,LHFPL3-AS1,2120.587964
ENSG00000226870.2,RP11-402P6.13,0
ENSG00000226871.1,AC135178.7,2250.162996
ENSG00000226872.1,AC002472.11,0
ENSG00000226873.1,CDY14P,0
ENSG00000226874.1,AC005154.8,10627.4189
ENSG00000226875.1,ZNF877P,658.135909
ENSG00000226876.2,RP11-36N20.1,0
ENSG00000226877.6,RP11-575L7.2,412.2611835
ENSG00000226878.1,GSTM3P2,1826.662931
ENSG00000226880.1,XX-2136C48.7,0
ENSG00000226881.5,H3F3AP5,938.8791989
ENSG00000226883.1,RP4-782L23.2,5251.358231
ENSG00000226884.1,AC016727.3,0
ENSG00000226885.1,E2F6P3,0
ENSG00000226886.1,AC093787.1,0
ENSG00000226887.6,ERVMER34-1,13732.23093
ENSG00000226888.2,RP11-561G1.3,0
ENSG00000226889.3,RP11-474I16.8,700.485524
ENSG00000226890.1,LA16c-395F10.1,3672.758447
ENSG00000226891.5,LINC01359,3351.837806
ENSG00000226899.1,RP11-298J20.3,0
ENSG00000226900.1,RP11-432J24.5,0
ENSG00000226902.1,CHCHD2P1,0
ENSG00000226903.1,LINC00354,0
ENSG00000226904.1,RP11-561O23.8,0
ENSG00000226905.1,AC005040.3,0
ENSG00000226906.1,TTTY4,0
ENSG00000226908.1,HIST1H2BPS3,0
ENSG00000226912.1,ISCA2P1,1798.121323
ENSG00000226913.1,BSN-AS2,0
ENSG00000226915.1,AC068137.13,2758.761482
ENSG00000226917.4,LINC01276,1209.547076
ENSG00000226918.1,AC010086.1,0
ENSG00000226919.1,RP11-80B9.1,0
ENSG00000226920.1,RP5-1068B5.5,0
ENSG00000226921.5,LINC00454,0
ENSG00000226925.1,AC007271.3,0
ENSG00000226926.5,AC010423.1,0
ENSG00000226927.1,RP11-302I18.3,0
ENSG00000226928.1,RPS14P4,0
ENSG00000226929.3,CT47A11,0
ENSG00000226930.1,GTF2IP2,0
ENSG00000226933.1,NRBF2P2,0
ENSG00000226935.5,LINC00161,462.9645705
ENSG00000226937.8,CEP164P1,924.4415339
ENSG00000226938.1,RP11-117D22.1,0
ENSG00000226939.1,AC062021.1,0
ENSG00000226941.6,RBMY1J,0
ENSG00000226942.2,IL9RP3,12030.44135
ENSG00000226943.3,ALG1L5P,1567.234149
ENSG00000226944.1,RP1-120G22.11,21311.06753
ENSG00000226945.1,RP11-564A8.4,11206.62193
ENSG00000226946.1,AC062022.1,0
ENSG00000226947.1,RP1-52J10.9,0
ENSG00000226948.1,RPS4XP2,8634.610337
ENSG00000226949.1,OR6K5P,0
ENSG00000226950.5,DANCR,516473.9548
ENSG00000226952.1,RP4-714D9.4,0
ENSG00000226953.6,AC010890.1,994.5164847
ENSG00000226954.1,RP5-983L19.2,106.6964705
ENSG00000226955.1,AC104306.4,0
ENSG00000226956.1,AP000432.2,0
ENSG00000226957.1,RP4-533D7.4,620.6150637
ENSG00000226958.1,CTD-2328D6.1,28903.13534
ENSG00000226960.1,RP5-837O21.1,0
ENSG00000226961.3,AC018463.5,818.6568624
ENSG00000226962.1,RAC1P6,0
ENSG00000226963.1,AC078883.4,1443.652962
ENSG00000226964.1,RHEBP2,5370.389018
ENSG00000226965.1,AC003088.1,813.6953057
ENSG00000226967.1,HAUS4P1,0
ENSG00000226968.1,LINC00423,0
ENSG00000226969.1,RP11-547D24.3,2245.980537
ENSG00000226970.2,RP11-82H13.2,8253.671646
ENSG00000226971.1,AF196972.4,0
ENSG00000226972.2,AC013717.3,3315.054949
ENSG00000226973.1,RP4-663N10.2,0
ENSG00000226975.1,AC006987.6,0
ENSG00000226976.3,COX6A1P2,98863.97964
ENSG00000226977.1,HMGN1P24,1351.607974
ENSG00000226978.1,MAGI2-AS2,0
ENSG00000226979.7,LTA,2318.820819
ENSG00000226981.2,ABHD17AP6,1157.411426
ENSG00000226982.4,CENPCP1,468.7112215
ENSG00000226983.2,AP000235.2,0
ENSG00000226984.1,RP4-591B8.2,0
ENSG00000226985.4,LINC01203,0
ENSG00000226986.4,RP11-543B16.2,7334.370434
ENSG00000226987.1,RP11-544A12.5,720.5351991
ENSG00000226989.1,AL049758.2,0
ENSG00000226990.1,RP11-543F8.2,0
ENSG00000226991.2,AC112229.6,2390.380868
ENSG00000226992.1,AC144525.1,0
ENSG00000226994.6,AC012593.1,0
ENSG00000226995.6,LINC00658,0
ENSG00000226996.4,AP000477.3,0
ENSG00000226998.1,RP11-291J9.1,0
ENSG00000226999.1,AC073325.2,2533.202367
ENSG00000227000.2,HSPD1P14,0
ENSG00000227001.3,NBPF2P,24983.2772
ENSG00000227002.2,SNRPEP10,1469.996994
ENSG00000227004.2,AC108032.1,0
ENSG00000227006.1,RP5-956O18.2,8420.470585
ENSG00000227007.1,LINC01247,0
ENSG00000227008.2,RP3-417G15.1,83266.84895
ENSG00000227009.1,FUNDC2P4,0
ENSG00000227011.3,C17orf112,0
ENSG00000227012.2,RP1-97J1.2,0
ENSG00000227013.3,OR7E96P,0
ENSG00000227014.4,AC007285.6,2535.860501
ENSG00000227015.1,RP11-548K12.6,0
ENSG00000227016.2,RP11-262K1.1,0
ENSG00000227017.1,AC007036.6,2390.380868
ENSG00000227018.1,IL6STP1,0
ENSG00000227019.2,OR7E101P,0
ENSG00000227021.1,AC007557.3,0
ENSG00000227023.1,OR51A3P,0
ENSG00000227028.5,SLC8A1-AS1,142.5766996
ENSG00000227029.1,RP11-168P8.3,0
ENSG00000227032.1,RP11-34E5.4,484.6921496
ENSG00000227033.1,AC105461.1,1030.125771
ENSG00000227034.1,RP11-234N17.1,6268.936596
ENSG00000227035.1,RP11-3N2.8,0
ENSG00000227036.5,LINC00511,116228.5586
ENSG00000227038.2,AC005077.12,20326.58887
ENSG00000227039.5,ITGB2-AS1,7599.6071
ENSG00000227040.4,RP11-533F5.2,0
ENSG00000227042.1,RP6-1O2.1,0
ENSG00000227043.1,RP11-286M16.1,0
ENSG00000227045.1,RP11-98D18.1,3130.408106
ENSG00000227047.1,AC012065.4,0
ENSG00000227048.2,RP11-134G8.2,0
ENSG00000227050.1,RP11-460I13.2,4101.62094
ENSG00000227051.5,C14orf132,2073.053757
ENSG00000227053.1,RP11-395B7.4,66305.17153
ENSG00000227054.1,FDX1P2,0
ENSG00000227055.1,AC009961.5,4814.093741
ENSG00000227056.2,RPL6P2,1028.810157
ENSG00000227057.6,WDR46,507643.9956
ENSG00000227058.1,RP13-34L8.7,0
ENSG00000227059.5,ANHX,0
ENSG00000227060.5,LINC00629,443.1014041
ENSG00000227061.1,AC079779.7,0
ENSG00000227062.2,RP11-115A15.4,0
ENSG00000227063.5,RPL41P1,4659309.731
ENSG00000227064.1,RP3-363L9.1,0
ENSG00000227066.1,RP3-340N1.2,0
ENSG00000227067.3,DPPA3P1,0
ENSG00000227068.1,RP11-12A16.3,0
ENSG00000227069.1,CNN2P2,0
ENSG00000227070.1,RP11-191G24.1,24539.06746
ENSG00000227071.1,FOCAD-AS1,6665.37644
ENSG00000227072.1,RP3-466I7.1,0
ENSG00000227073.1,SDHDP2,5197.150662
ENSG00000227075.1,AP000472.3,0
ENSG00000227076.1,RP11-4C20.4,16284.87236
ENSG00000227077.3,AC107983.4,88227.81957
ENSG00000227078.1,AC004448.2,0
ENSG00000227080.2,CTD-2021A8.3,1175.997595
ENSG00000227081.5,RP11-543P15.1,1168849.374
ENSG00000227082.1,CH17-437K3.1,109.9888521
ENSG00000227083.1,L29074.3,4525.608723
ENSG00000227087.4,RBMX2P5,0
ENSG00000227088.1,AC084149.2,0
ENSG00000227089.2,RP1-135L22.1,0
ENSG00000227090.1,AP000402.3,0
ENSG00000227091.1,RP5-1028L10.1,0
ENSG00000227094.1,RP11-565P22.2,0
ENSG00000227096.1,HMGB3P8,0
ENSG00000227097.5,RPS28P7,8989647.616
ENSG00000227098.1,AC073636.1,0
ENSG00000227101.1,RP11-433J20.2,0
ENSG00000227102.2,OR2AS1P,0
ENSG00000227104.3,PIGQP1,0
ENSG00000227105.1,PARP1P1,266.2122778
ENSG00000227107.1,AC096574.5,0
ENSG00000227108.1,IGHD1-14,0
ENSG00000227109.1,CRIP1P3,0
ENSG00000227110.5,LMCD1-AS1,1871.07081
ENSG00000227113.2,RP11-460N20.4,13888.93711
ENSG00000227115.5,RP11-267C16.1,730.598905
ENSG00000227116.1,RP3-471C18.1,1713.953942
ENSG00000227117.5,HORMAD2-AS1,1119.608551
ENSG00000227118.3,BTF3P13,0
ENSG00000227120.1,AC009238.7,0
ENSG00000227121.1,RP11-319F12.2,7764.417857
ENSG00000227123.1,RPL12P44,802.3489568
ENSG00000227124.7,ZNF717,32182.47239
ENSG00000227125.1,AP002856.6,0
ENSG00000227128.4,LBX1-AS1,0
ENSG00000227131.1,RP11-552E20.1,0
ENSG00000227133.1,AC011742.5,928.0626182
ENSG00000227134.1,AC093084.1,0
ENSG00000227135.1,GCSAML-AS1,0
ENSG00000227136.2,LINC00595,0
ENSG00000227138.1,RP11-421B23.2,0
ENSG00000227139.1,RP11-533N14.3,0
ENSG00000227140.3,USP17L5,0
ENSG00000227141.2,RP11-545A16.3,4727.072486
ENSG00000227143.1,LINC01153,0
ENSG00000227145.1,IL21-AS1,0
ENSG00000227148.1,RP11-196D18.1,0
ENSG00000227149.1,AC092156.3,0
ENSG00000227150.1,RP11-473E2.3,0
ENSG00000227151.4,PRR20D,0
ENSG00000227152.5,OR2T7,0
ENSG00000227154.3,MKRNP2,0
ENSG00000227155.6,RP11-165F24.3,3409.983066
ENSG00000227157.1,AC068535.2,0
ENSG00000227158.1,AC073621.2,393.3390394
ENSG00000227159.6,DDX11L16,0
ENSG00000227160.2,THEM7P,0
ENSG00000227161.1,AC092755.4,0
ENSG00000227163.2,RP5-1198O20.5,0
ENSG00000227165.6,WDR11-AS1,97.95213432
ENSG00000227166.1,STSP1,0
ENSG00000227167.1,RP11-570H19.2,0
ENSG00000227169.2,RP1-37J18.1,0
ENSG00000227170.1,AF178030.2,0
ENSG00000227172.2,AC011290.4,972.8965612
ENSG00000227173.1,MYL6P3,932.3592044
ENSG00000227175.1,RP11-214D15.2,2119.890402
ENSG00000227176.1,AC092641.2,521.7346843
ENSG00000227177.1,AIMP1P2,0
ENSG00000227179.5,PGCP1,0
ENSG00000227180.1,AC013467.1,0
ENSG00000227181.1,RP11-317P15.3,0
ENSG00000227182.1,VN1R28P,0
ENSG00000227183.3,HDGFP1,0
ENSG00000227186.1,RP11-77G23.5,0
ENSG00000227187.1,RP11-6C10.1,0
ENSG00000227188.1,MGAT3-AS1,808.7935267
ENSG00000227189.2,AC092535.3,372.08238
ENSG00000227191.5,TRGC2,2050.636451
ENSG00000227192.1,RP1-45I4.3,2918.689683
ENSG00000227193.2,RP11-439A17.4,0
ENSG00000227195.7,MIR663AHG,76.69062763
ENSG00000227196.1,IGHD4-23,0
ENSG00000227197.1,AC009518.8,0
ENSG00000227198.1,C6orf47-AS1,0
ENSG00000227199.1,ST7-AS1,16204.98539
ENSG00000227200.1,RP11-121A14.3,3239.510801
ENSG00000227201.2,CNN2P1,2632.543636
ENSG00000227203.3,SUB1P1,2108.791499
ENSG00000227204.1,RBMY2JP,0
ENSG00000227205.4,PFN1P9,6511.441649
ENSG00000227206.1,XXbac-BCX196D17.5,0
ENSG00000227207.2,RPL31P12,0
ENSG00000227209.1,WARS2P1,0
ENSG00000227210.1,AC079145.4,12656.64695
ENSG00000227211.2,RP5-1100E15.4,0
ENSG00000227212.3,PFN1P7,4037.886479
ENSG00000227213.1,SPATA13-AS1,0
ENSG00000227214.2,HCG15,12489.27679
ENSG00000227215.1,RP11-445L13__B.3,839.123284
ENSG00000227217.1,RP11-367J7.3,0
ENSG00000227218.6,RP11-203J24.8,4315.491175
ENSG00000227220.1,RP11-69I8.3,8950.648363
ENSG00000227224.1,RP11-72H11.1,0
ENSG00000227225.1,MTND1P14,0
ENSG00000227227.1,AC017101.10,2116.177809
ENSG00000227230.1,RP11-261C10.5,3482.240717
ENSG00000227232.5,WASH7P,19378.71685
ENSG00000227233.1,CICP17,0
ENSG00000227234.1,SPANXB2,0
ENSG00000227236.2,RP11-365D9.1,0
ENSG00000227237.1,AL672294.1,871.816399
ENSG00000227238.1,TTC39DP,238.6132561
ENSG00000227240.1,RP11-563D10.1,0
ENSG00000227241.1,AC011998.4,0
ENSG00000227242.3,NBPF13P,0
ENSG00000227243.3,SLAMF6P1,12043.23119
ENSG00000227244.2,LINC00845,0
ENSG00000227245.1,RP11-136C24.2,791.3146882
ENSG00000227247.1,TRIM60P13,0
ENSG00000227248.1,FAM155A-IT1,0
ENSG00000227249.1,AC000374.1,0
ENSG00000227251.1,TRIM60P9Y,0
ENSG00000227252.1,AC105760.2,6193.955723
ENSG00000227253.3,RP11-166N17.1,2542.339255
ENSG00000227254.1,VDAC1P12,0
ENSG00000227255.1,CDRT15P2,0
ENSG00000227256.1,MIS18A-AS1,9427.861084
ENSG00000227257.1,RP11-330M2.3,0
ENSG00000227258.4,SMIM2-AS1,17535.41778
ENSG00000227259.2,HMGN2P22,0
ENSG00000227260.1,AC116035.1,0
ENSG00000227261.1,YWHAZP7,0
ENSG00000227262.3,HCG4B,47553.14191
ENSG00000227264.3,ACTR3BP5,0
ENSG00000227265.2,AC073464.4,0
ENSG00000227267.3,RP11-305O4.2,0
ENSG00000227268.3,KLLN,10641.58217
ENSG00000227269.1,RP11-96L7.2,0
ENSG00000227270.1,AC009963.4,0
ENSG00000227271.1,RPL39P25,0
ENSG00000227274.1,AC005358.3,0
ENSG00000227275.1,MTND6P10,0
ENSG00000227278.1,RP11-656D10.5,932.3592044
ENSG00000227279.1,AC015933.2,0
ENSG00000227282.1,RP11-164D18.2,0
ENSG00000227283.1,RPL35AP12,0
ENSG00000227284.2,MARK2P10,0
ENSG00000227288.3,RP5-837I24.1,2645.116979
ENSG00000227289.1,HSFY3P,0
ENSG00000227290.1,LINC01364,0
ENSG00000227291.1,AC092170.1,2262.804361
ENSG00000227292.1,AC009229.5,647.5549458
ENSG00000227293.1,AC118345.1,0
ENSG00000227294.1,AC016994.2,0
ENSG00000227295.2,ELL2P1,0
ENSG00000227297.1,RP4-718J7.4,0
ENSG00000227298.1,ARAFP3,0
ENSG00000227300.11,KRT16P2,1342.597254
ENSG00000227301.1,RP11-384P7.5,0
ENSG00000227302.1,SSXP9,0
ENSG00000227303.1,GS1-256O22.5,0
ENSG00000227304.3,RP11-791G16.2,1618.670501
ENSG00000227305.1,RP11-340I6.3,0
ENSG00000227306.1,AP006285.6,0
ENSG00000227307.1,RP11-95I16.2,0
ENSG00000227308.2,AC009502.4,409.4671396
ENSG00000227309.1,AC140076.1,0
ENSG00000227311.3,RP1-228H13.1,839.123284
ENSG00000227312.2,RP11-496D1.2,1157.411426
ENSG00000227313.1,RP11-309N24.1,0
ENSG00000227321.2,MTND4P15,779.8241555
ENSG00000227329.2,RP11-258C19.4,77179.24337
ENSG00000227330.1,AP000998.2,0
ENSG00000227331.1,AC005042.2,4531.265734
ENSG00000227332.1,RP11-38M15.11,0
ENSG00000227335.1,IGHJ1P,0
ENSG00000227336.1,LINC00434,961.286817
ENSG00000227337.1,AC139452.2,5986.102408
ENSG00000227338.1,RP11-195B3.1,0
ENSG00000227339.1,THRAP3P1,144.5725687
ENSG00000227342.1,LINC00307,0
ENSG00000227343.1,RPL15P1,0
ENSG00000227344.2,HAUS6P1,519.3799824
ENSG00000227345.7,PARG,93136.30398
ENSG00000227347.1,HNRNPKP2,3477.230299
ENSG00000227348.1,MTND5P25,1008.208201
ENSG00000227349.1,CEACAMP7,0
ENSG00000227350.1,RP11-438P9.2,0
ENSG00000227351.2,NANOGP6,0
ENSG00000227352.1,ARHGEF7-AS1,0
ENSG00000227353.1,RAB28P3,0
ENSG00000227354.5,RBM26-AS1,11071.85886
ENSG00000227355.1,RP11-162D16.2,0
ENSG00000227356.2,LINC00866,5781.519277
ENSG00000227358.1,RP11-180I4.1,0
ENSG00000227359.1,AC017074.2,50257.65123
ENSG00000227360.1,RP11-518I13.1,0
ENSG00000227361.1,RPS24P7,3274.62745
ENSG00000227363.1,AC019172.2,561.7561734
ENSG00000227364.1,AC018685.2,0
ENSG00000227365.1,AC008060.5,0
ENSG00000227367.1,SLC9B1P4,0
ENSG00000227368.1,AC079753.5,5154.395309
ENSG00000227370.1,RP4-669P10.19,43281.0957
ENSG00000227371.1,RP11-3L10.2,0
ENSG00000227372.9,TP73-AS1,1900.692851
ENSG00000227373.4,RP11-160H22.5,1391.292492
ENSG00000227374.1,RP11-109A6.3,0
ENSG00000227375.4,DLG1-AS1,3566.521632
ENSG00000227376.1,FTH1P16,11674.75873
ENSG00000227379.2,PPIAP2,4093.284312
ENSG00000227382.1,EIF4A2P2,1505.716547
ENSG00000227383.1,RP11-571F15.2,0
ENSG00000227386.1,AC091705.1,0
ENSG00000227388.2,RP11-112J3.16,63040.01814
ENSG00000227391.1,SALL1P1,0
ENSG00000227392.1,HPN-AS1,716.6889258
ENSG00000227393.1,RP6-127F18.2,0
ENSG00000227394.1,AC007386.3,1384.120881
ENSG00000227395.1,EIF2AP4,0
ENSG00000227397.1,CTD-2526L21.3,0
ENSG00000227398.3,KIF9-AS1,7236.538897
ENSG00000227399.1,RP11-118F2.2,0
ENSG00000227400.2,AC012501.2,0
ENSG00000227401.1,RPL37P1,5672.946145
ENSG00000227403.1,AC009299.3,27281.21472
ENSG00000227404.1,KRT8P20,857.5851873
ENSG00000227406.1,RNF6P1,225.7730809
ENSG00000227407.1,AC008746.3,3806.986544
ENSG00000227408.1,AMYP1,0
ENSG00000227409.1,ZMYM4-AS1,0
ENSG00000227411.1,BAATP1,657.5986552
ENSG00000227412.1,STK33P1,0
ENSG00000227413.1,RP5-1042K10.12,5672.946145
ENSG00000227416.2,RP11-109P14.2,938.8791989
ENSG00000227417.3,RP11-397P13.6,1252.812368
ENSG00000227418.5,PCGEM1,0
ENSG00000227421.1,RP11-476B1.1,0
ENSG00000227423.2,OR10U1P,0
ENSG00000227425.1,MRPS21P2,0
ENSG00000227426.1,VN1R33P,0
ENSG00000227427.1,RP1-49C23.1,0
ENSG00000227430.1,AC019185.2,0
ENSG00000227431.4,CSE1L-AS1,1448.845958
ENSG00000227432.1,AC053503.11,0
ENSG00000227433.1,AC069213.4,0
ENSG00000227434.2,RNF19BPX,0
ENSG00000227436.1,FCF1P1,0
ENSG00000227437.1,RP11-179H18.5,642.3910308
ENSG00000227438.1,AP001471.1,0
ENSG00000227439.1,TTTY17B,0
ENSG00000227440.1,ATP5G1P4,22833.28664
ENSG00000227443.2,RP11-344A7.1,0
ENSG00000227444.1,AC007322.5,0
ENSG00000227445.1,OR10R1P,0
ENSG00000227447.1,XGY1,0
ENSG00000227449.7,RP11-111F5.5,270.5940049
ENSG00000227453.1,HNRNPA1P63,1254.763789
ENSG00000227454.2,MTND4P30,0
ENSG00000227455.2,RP11-300M24.1,0
ENSG00000227456.6,LINC00310,859.5897056
ENSG00000227459.1,AC079612.2,0
ENSG00000227462.1,RP11-108B14.4,0
ENSG00000227463.2,RP11-158D2.2,200.687183
ENSG00000227465.1,GPN3P1,0
ENSG00000227466.1,RP11-397C12.1,0
ENSG00000227467.3,LINC01537,821.998319
ENSG00000227468.4,AL928742.12,0
ENSG00000227470.1,AC073415.2,15795.26182
ENSG00000227471.7,AKR1B15,4118.644209
ENSG00000227473.1,TSSK5P,35526.27796
ENSG00000227474.1,RP11-295P9.2,0
ENSG00000227475.1,RP11-810B23.1,0
ENSG00000227477.1,STK4-AS1,780.2017943
ENSG00000227479.1,AC124861.1,0
ENSG00000227480.2,CCDC148-AS1,506.6404734
ENSG00000227481.1,RP11-89N17.2,0
ENSG00000227482.1,RP11-18B16.2,0
ENSG00000227484.1,XX-C283C717.1,0
ENSG00000227485.1,RP11-5P4.2,0
ENSG00000227486.1,RP13-188A5.1,16399.15216
ENSG00000227487.3,NCAM1-AS1,0
ENSG00000227488.2,GAGE12D,0
ENSG00000227489.1,AC006458.3,0
ENSG00000227491.1,CCNJP1,0
ENSG00000227492.1,RP11-316M21.6,6665.37644
ENSG00000227493.1,RP11-104D21.1,0
ENSG00000227494.2,USP9YP14,0
ENSG00000227495.1,AC109333.10,17271.83432
ENSG00000227496.1,RP11-145A3.1,789.7630908
ENSG00000227497.1,PABPC1P6,0
ENSG00000227498.2,AC018359.3,0
ENSG00000227499.1,RP11-419M24.4,1592.012555
ENSG00000227500.8,SCAMP4,232410.4783
ENSG00000227502.2,LINC01268,42836.40605
ENSG00000227505.1,RP11-434J24.2,0
ENSG00000227507.2,LTB,37785.14749
ENSG00000227508.5,FLJ38122,334.6268427
ENSG00000227509.1,EIF2B5-IT1,0
ENSG00000227510.3,LINC01442,0
ENSG00000227511.1,GS1-466O4.2,0
ENSG00000227512.1,RP11-413M3.4,3729.436818
ENSG00000227513.1,AC114755.3,928.0626182
ENSG00000227514.3,RP11-709P2.1,0
ENSG00000227515.3,C1DP4,0
ENSG00000227516.1,RP5-973N23.4,0
ENSG00000227517.5,LINC01483,96.52029147
ENSG00000227518.3,XXyac-YRM2039.3,0
ENSG00000227519.1,CTA-342B11.1,0
ENSG00000227521.2,RP13-213K19.1,0
ENSG00000227523.1,RPS20P15,1295.109892
ENSG00000227525.4,RPL7P6,10915.42483
ENSG00000227527.2,RP11-223A3.1,12186.96449
ENSG00000227528.4,DIAPH3-AS1,0
ENSG00000227531.1,RP11-202G18.1,0
ENSG00000227532.1,AC002542.2,0
ENSG00000227533.4,SLC2A1-AS1,6705.004124
ENSG00000227534.1,RP3-323B6.1,4160.941904
ENSG00000227535.2,RP11-809N15.2,0
ENSG00000227536.1,SOCS5P4,10802.50664
ENSG00000227537.1,RP11-215C7.3,0
ENSG00000227538.1,HNRNPFP1,0
ENSG00000227540.1,RP11-152N13.5,51847.10674
ENSG00000227541.1,RP3-525N14.2,0
ENSG00000227542.1,AC092614.2,11077.5351
ENSG00000227543.4,SPAG5-AS1,17224.455
ENSG00000227544.7,AC018647.3,424.1268968
ENSG00000227545.1,RP5-905H7.10,0
ENSG00000227547.3,OR4A2P,0
ENSG00000227549.1,AC116035.2,0
ENSG00000227550.2,TRBV7-5,1167.475873
ENSG00000227551.1,USP17L12,0
ENSG00000227554.1,RP11-444D13.1,0
ENSG00000227555.1,RP11-406A20.4,0
ENSG00000227556.1,RP11-472F19.1,0
