Unnamed: 0,gene_name,sampl_1
ENSG00000167011.7,NAT16,1248.605042
ENSG00000167014.9,C15orf43,0
ENSG00000167034.9,NKX3-1,6526.229393
ENSG00000167037.17,SGSM1,19514.2229
ENSG00000167065.12,DUSP18,90421.66228
ENSG00000167074.13,TEF,99605.62451
ENSG00000167077.11,MEI1,10231.92048
ENSG00000167080.7,B4GALNT2,57083.98102
ENSG00000167081.15,PBX3,35662.27638
ENSG00000167083.5,GNGT2,4530.967644
ENSG00000167085.10,PHB,1145790.268
ENSG00000167088.9,SNRPD1,311130.2988
ENSG00000167094.14,TTC16,569.0757593
ENSG00000167098.10,SUN5,0
ENSG00000167100.13,SAMD14,2927.841789
ENSG00000167103.10,PIP5KL1,6389.493069
ENSG00000167104.10,BPIFB6,0
ENSG00000167105.6,TMEM92,248733.3514
ENSG00000167106.10,FAM102A,438104.891
ENSG00000167107.11,ACSF2,156609.3261
ENSG00000167110.15,GOLGA2,363953.6014
ENSG00000167112.9,TRUB2,204184.3824
ENSG00000167113.9,COQ4,395249.0297
ENSG00000167114.11,SLC27A4,452122.8632
ENSG00000167118.9,URM1,328433.995
ENSG00000167123.17,CERCAM,13494.6646
ENSG00000167130.16,DOLPP1,247147.7382
ENSG00000167131.15,CCDC103,206.8185758
ENSG00000167136.6,ENDOG,138498.3004
ENSG00000167139.7,TBC1D21,0
ENSG00000167157.10,PRRX2,2150.613451
ENSG00000167165.17,UGT1A6,4198.856278
ENSG00000167173.17,C15orf39,170550.5081
ENSG00000167178.14,ISLR2,594.1669541
ENSG00000167182.12,SP2,190890.0054
ENSG00000167183.2,PRR15L,2323603.635
ENSG00000167186.9,COQ7,116629.9896
ENSG00000167191.10,GPRC5B,18849.123
ENSG00000167193.7,CRK,459897.0057
ENSG00000167194.6,C16orf92,0
ENSG00000167195.7,GOLGA6C,0
ENSG00000167196.12,FBXO22,72103.49536
ENSG00000167202.10,TBC1D2B,92123.92714
ENSG00000167207.10,NOD2,5887.149958
ENSG00000167208.13,SNX20,3709.992413
ENSG00000167210.15,LOXHD1,44.65401068
ENSG00000167216.15,KATNAL2,4968.423877
ENSG00000167220.10,HDHD2,79887.96163
ENSG00000167232.12,ZNF91,71668.89258
ENSG00000167244.16,IGF2,19853.27936
ENSG00000167257.9,RNF214,52476.68668
ENSG00000167258.12,CDK12,106236.8312
ENSG00000167261.12,DPEP2,3108.930177
ENSG00000167264.16,DUS2,110602.1531
ENSG00000167272.9,POP5,322890.6236
ENSG00000167280.15,ENGASE,279916.1941
ENSG00000167281.17,RBFOX3,1019.900679
ENSG00000167283.6,ATP5L,762803.2597
ENSG00000167286.8,CD3D,19943.85588
ENSG00000167291.14,TBC1D16,141208.0003
ENSG00000167302.8,ENTHD2,94731.76763
ENSG00000167306.17,MYO5B,518067.4188
ENSG00000167311.12,ART5,5954.748319
ENSG00000167315.16,ACAA2,573674.442
ENSG00000167323.8,STIM1,134278.5557
ENSG00000167325.13,RRM1,418111.2063
ENSG00000167332.7,OR51E2,1823.164795
ENSG00000167333.11,TRIM68,115791.9584
ENSG00000167346.6,MMP26,0
ENSG00000167359.8,OR51I1,0
ENSG00000167360.4,OR51Q1,0
ENSG00000167363.12,FN3K,165917.5584
ENSG00000167371.15,PRRT2,21192.97093
ENSG00000167377.16,ZNF23,7075.028759
ENSG00000167378.7,IRGQ,79135.5581
ENSG00000167380.15,ZNF226,53009.5102
ENSG00000167384.9,ZNF180,46736.86867
ENSG00000167393.15,PPP2R3B,55491.04126
ENSG00000167394.11,ZNF668,26510.75138
ENSG00000167395.10,ZNF646,97487.9535
ENSG00000167397.13,VKORC1,193944.3318
ENSG00000167414.4,GNG8,0
ENSG00000167419.9,LPO,500.8912499
ENSG00000167434.8,CA4,0
ENSG00000167447.11,SMG8,93717.00984
ENSG00000167460.13,TPM4,1714826.639
ENSG00000167461.10,RAB8A,235723.9718
ENSG00000167468.15,GPX4,1861083.178
ENSG00000167470.11,MIDN,528401.0877
ENSG00000167476.9,JSRP1,133640.0652
ENSG00000167483.16,FAM129C,243.0773544
ENSG00000167487.10,KLHL26,55836.59626
ENSG00000167491.16,GATAD2A,392014.1079
ENSG00000167508.9,MVD,273842.0221
ENSG00000167513.7,CDT1,203562.8571
ENSG00000167515.9,TRAPPC2L,143134.1639
ENSG00000167522.13,ANKRD11,138307.5583
ENSG00000167523.12,SPATA33,48297.05055
ENSG00000167524.13,SGK494,27295.35057
ENSG00000167525.12,PROCA1,17599.17296
ENSG00000167526.12,RPL13,6741330.475
ENSG00000167528.11,ZNF641,51428.73127
ENSG00000167531.5,LALBA,0
ENSG00000167535.6,CACNB3,178781.4742
ENSG00000167536.12,DHRS13,21616.54547
ENSG00000167543.14,TP53I13,207382.8013
ENSG00000167548.13,KMT2D,158743.3069
ENSG00000167549.17,CORO6,1211.78646
ENSG00000167550.9,RHEBL1,23417.39397
ENSG00000167552.12,TUBA1A,454583.572
ENSG00000167553.13,TUBA1C,803036.0905
ENSG00000167554.13,ZNF610,3634.781061
ENSG00000167555.12,ZNF528,991.6017236
ENSG00000167562.10,ZNF701,32317.04545
ENSG00000167565.11,SERTAD3,223362.6632
ENSG00000167566.15,NCKAP5L,37987.70229
ENSG00000167578.15,RAB4B,68442.7912
ENSG00000167580.6,AQP2,187.1215686
ENSG00000167588.11,GPD1,56718.08997
ENSG00000167595.13,PROSER3,66397.76844
ENSG00000167600.12,CYP2S1,1842357.36
ENSG00000167601.10,AXL,20553.14772
ENSG00000167604.12,NFKBID,62847.65759
ENSG00000167608.10,TMC4,1778305.58
ENSG00000167612.11,ANKRD33,652.2739697
ENSG00000167613.14,LAIR1,5439.589917
ENSG00000167614.12,TTYH1,3989.041078
ENSG00000167615.15,LENG8,1234301.189
ENSG00000167617.2,CDC42EP5,2521049.728
ENSG00000167618.8,LAIR2,7846.347591
ENSG00000167619.10,TMEM145,1983.382308
ENSG00000167625.9,ZNF526,85912.39279
ENSG00000167632.13,TRAPPC9,114911.7405
ENSG00000167633.15,KIR3DL1,0
ENSG00000167634.11,NLRP7,0
ENSG00000167635.10,ZNF146,512363.0911
ENSG00000167637.15,ZNF283,19333.8462
ENSG00000167641.9,PPP1R14A,17173.79566
ENSG00000167642.11,SPINT2,3668009.787
ENSG00000167644.10,C19orf33,5399982.733
ENSG00000167645.15,YIF1B,202840.2491
ENSG00000167646.12,DNAAF3,6220.998786
ENSG00000167653.4,PSCA,456.9247604
ENSG00000167654.16,ATCAY,74.54732118
ENSG00000167656.4,LY6D,5965.177756
ENSG00000167657.10,DAPK3,359085.1828
ENSG00000167658.14,EEF2,21214370.21
ENSG00000167664.7,TMIGD2,3829.912929
ENSG00000167670.14,CHAF1A,159275.3198
ENSG00000167671.10,UBXN6,508379.8589
ENSG00000167674.13,HDGFRP2,345346.3698
ENSG00000167676.3,PLIN4,2985.431523
ENSG00000167680.14,SEMA6B,16432.51399
ENSG00000167685.13,ZNF444,153233.0227
ENSG00000167693.15,NXN,7055.485572
ENSG00000167695.13,FAM57A,544780.8859
ENSG00000167699.12,GLOD4,395806.2011
ENSG00000167700.7,MFSD3,296726.5133
ENSG00000167701.12,GPT,56412.46809
ENSG00000167702.10,KIFC2,227429.3932
ENSG00000167703.13,SLC43A2,91409.53021
ENSG00000167705.10,RILP,174480.1853
ENSG00000167711.12,SERPINF2,52491.66438
ENSG00000167716.17,WDR81,92436.11578
ENSG00000167720.11,SRR,50088.31952
ENSG00000167721.9,TSR1,228737.8947
ENSG00000167723.13,TRPV3,5436.283361
ENSG00000167733.12,HSD11B1L,54942.79637
ENSG00000167740.8,CYB5D2,235908.2435
ENSG00000167741.9,GGT6,853978.5004
ENSG00000167747.12,C19orf48,733562.8119
ENSG00000167748.9,KLK1,1639402.711
ENSG00000167749.10,KLK4,11656.65833
ENSG00000167751.11,KLK2,629.9330252
ENSG00000167754.11,KLK5,487.3311268
ENSG00000167755.12,KLK6,311868.4918
ENSG00000167757.12,KLK11,671126.1123
ENSG00000167759.11,KLK13,6020.615491
ENSG00000167766.17,ZNF83,106163.5198
ENSG00000167767.12,KRT80,236204.5239
ENSG00000167768.4,KRT1,809.4436823
ENSG00000167769.4,ACER1,557.4798288
ENSG00000167770.10,OTUB1,278835.5092
ENSG00000167771.5,RCOR2,54576.7255
ENSG00000167772.10,ANGPTL4,67833.07643
ENSG00000167774.2,NDUFA7,2777.787423
ENSG00000167775.9,CD320,1039053.527
ENSG00000167778.7,SPRYD3,388191.6005
ENSG00000167779.6,IGFBP6,38104.98853
ENSG00000167780.10,SOAT2,591.1631746
ENSG00000167785.7,ZNF558,69639.85026
ENSG00000167791.10,CABP2,0
ENSG00000167792.10,NDUFV1,809824.6703
ENSG00000167797.6,CDK2AP2,680874.358
ENSG00000167799.8,NUDT8,153738.7636
ENSG00000167800.9,TBX10,12489.27679
ENSG00000167807.14,CTD-2369P2.10,4817.932731
ENSG00000167815.10,PRDX2,2123587.296
ENSG00000167822.1,OR8J3,0
ENSG00000167825.3,OR5I1,0
ENSG00000167840.12,ZNF232,129742.7554
ENSG00000167842.14,MIS12,190991.5828
ENSG00000167850.3,CD300C,2389.593004
ENSG00000167851.12,CD300A,8247.525948
ENSG00000167858.11,TEKT1,209.3991039
ENSG00000167861.14,HID1,742502.2195
ENSG00000167862.8,ICT1,543824.5919
ENSG00000167863.10,ATP5H,925980.7248
ENSG00000167874.6,TMEM88,48793.82022
ENSG00000167880.6,EVPL,576440.8238
ENSG00000167881.13,SRP68,263880.7167
ENSG00000167889.11,MGAT5B,315.3610839
ENSG00000167895.13,TMC8,25012.2991
ENSG00000167900.10,TK1,735650.9513
ENSG00000167904.13,TMEM68,71263.82208
ENSG00000167910.3,CYP7A1,819.211884
ENSG00000167914.9,GSDMA,71705.53049
ENSG00000167916.4,KRT24,0
ENSG00000167920.7,TMEM99,51668.96292
ENSG00000167925.14,GHDC,359284.2367
ENSG00000167930.14,ITFG3,733985.5473
ENSG00000167941.2,SOST,0
ENSG00000167945.1,PRR25,3664.657518
ENSG00000167962.11,ZNF598,389841.5767
ENSG00000167964.11,RAB26,123197.3284
ENSG00000167965.16,MLST8,273084.8406
ENSG00000167967.14,E4F1,153951.9907
ENSG00000167968.11,DNASE1L2,41856.72388
ENSG00000167969.11,ECI1,461190.875
ENSG00000167971.15,CASKIN1,820.7420811
ENSG00000167972.12,ABCA3,20593.14343
ENSG00000167977.7,KCTD5,368154.2998
ENSG00000167978.15,SRRM2,2176938.56
ENSG00000167981.5,ZNF597,31342.69302
ENSG00000167984.15,NLRC3,5963.97524
ENSG00000167985.5,SDHAF2,115887.9091
ENSG00000167986.12,DDB1,319480.4004
ENSG00000167987.9,VPS37C,143413.7976
ENSG00000167992.11,VWCE,2892.341233
ENSG00000167994.10,RAB3IL1,6163.62013
ENSG00000167995.14,BEST1,1623.74584
ENSG00000167996.14,FTH1,1622426.268
ENSG00000168000.13,BSCL2,29967.17705
ENSG00000168002.10,POLR2G,393772.6737
ENSG00000168003.15,SLC3A2,580521.6286
ENSG00000168004.8,HRASLS5,1848.741629
ENSG00000168005.7,C11orf84,71745.48919
ENSG00000168010.9,ATG16L2,103674.6215
ENSG00000168014.15,C2CD3,40563.0767
ENSG00000168016.12,TRANK1,43784.26226
ENSG00000168026.15,TTC21A,20409.15717
ENSG00000168028.12,RPSA,5727118.745
ENSG00000168032.7,ENTPD3,16278.74234
ENSG00000168036.15,CTNNB1,1853490.628
ENSG00000168038.9,ULK4,18121.69573
ENSG00000168040.4,FADD,152054.0617
ENSG00000168056.13,LTBP3,40915.91557
ENSG00000168060.13,NAALADL1,2191.182463
ENSG00000168061.12,SAC3D1,140472.6473
ENSG00000168062.8,BATF2,92622.21565
ENSG00000168065.14,SLC22A11,3085.248382
ENSG00000168066.19,SF1,734539.1844
ENSG00000168067.10,MAP4K2,28751.13482
ENSG00000168070.10,C11orf85,350.0905487
ENSG00000168071.20,CCDC88B,144992.7679
ENSG00000168077.12,SCARA3,29676.36204
ENSG00000168078.8,PBK,243900.0001
ENSG00000168079.15,SCARA5,5721.553125
ENSG00000168081.7,PNOC,1136.723922
ENSG00000168090.8,COPS6,660488.9735
ENSG00000168092.12,PAFAH1B2,216187.6407
ENSG00000168096.13,ANKS3,87794.39341
ENSG00000168101.13,NUDT16L1,310069.8495
ENSG00000168116.12,KIAA1586,16841.84398
ENSG00000168118.10,RAB4A,321128.1711
ENSG00000168124.2,OR1F1,0
ENSG00000168131.4,OR2B2,0
ENSG00000168135.4,KCNJ4,780.2017943
ENSG00000168137.14,SETD5,212271.483
ENSG00000168140.4,VASN,14354.21156
ENSG00000168143.8,FAM83B,56340.75627
ENSG00000168148.3,HIST3H3,1674.75749
ENSG00000168152.11,THAP9,24081.21114
ENSG00000168158.3,OR2C1,0
ENSG00000168159.10,RNF187,657443.514
ENSG00000168172.7,HOOK3,39881.74139
ENSG00000168175.13,MAPK1IP1L,320874.5957
ENSG00000168209.4,DDIT4,671885.7689
ENSG00000168214.19,RBPJ,165934.7477
ENSG00000168216.9,LMBRD1,470523.8837
ENSG00000168228.13,ZCCHC4,53642.86303
ENSG00000168229.3,PTGDR,15670.27458
ENSG00000168234.11,TTC39C,53681.4762
ENSG00000168237.16,GLYCTK,213086.627
ENSG00000168243.9,GNG4,1640.648376
ENSG00000168246.5,UBTD2,191933.2458
ENSG00000168255.17,POLR2J3,10007.78757
ENSG00000168256.16,NKIRAS2,204356.5206
ENSG00000168259.13,DNAJC7,191011.7826
ENSG00000168260.2,C14orf183,826.213695
ENSG00000168263.8,KCNV2,552.7619071
ENSG00000168264.9,IRF2BP2,1360019.187
ENSG00000168267.5,PTF1A,262.0554173
ENSG00000168268.9,NT5DC2,221660.8436
ENSG00000168269.8,FOXI1,6794.285414
ENSG00000168273.6,SMIM4,110025.8991
ENSG00000168275.13,COA6,533193.7545
ENSG00000168280.15,KIF5C,1005.30885
ENSG00000168282.5,MGAT2,42121.67791
ENSG00000168283.12,BMI1,230307.3086
ENSG00000168286.2,THAP11,332664.3528
ENSG00000168288.11,MMADHC,847656.2218
ENSG00000168291.11,PDHB,318500.3875
ENSG00000168297.14,PXK,67029.55661
ENSG00000168298.5,HIST1H1E,10374.61515
ENSG00000168300.12,PCMTD1,237553.361
ENSG00000168301.11,KCTD6,68661.50887
ENSG00000168303.6,MPLKIP,101745.3397
ENSG00000168306.11,ACOX2,155099.7295
ENSG00000168309.15,FAM107A,2195.188144
ENSG00000168310.9,IRF2,430053.376
ENSG00000168314.16,MOBP,43.60497741
ENSG00000168329.12,CX3CR1,1432.593514
ENSG00000168333.12,C8orf22,0
ENSG00000168334.8,XIRP1,62.28222921
ENSG00000168348.3,INSM2,133.6804435
ENSG00000168350.7,DEGS2,338024.2617
ENSG00000168356.10,SCN11A,366.0202823
ENSG00000168374.9,ARF4,2356917.839
ENSG00000168385.16,2-Sep,993572.9207
ENSG00000168386.17,FILIP1L,35685.83927
ENSG00000168389.16,MFSD2A,289192.8351
ENSG00000168393.11,DTYMK,306808.9442
ENSG00000168394.10,TAP1,602673.0795
ENSG00000168395.13,ING5,98337.06232
ENSG00000168397.15,ATG4B,327538.7155
ENSG00000168398.6,BDKRB2,43484.85191
ENSG00000168404.11,MLKL,148176.3168
ENSG00000168411.12,RFWD3,157062.0732
ENSG00000168412.6,MTNR1A,3124.741476
ENSG00000168418.7,KCNG4,0
ENSG00000168421.11,RHOH,2072.411016
ENSG00000168427.8,KLHL30,972.8965612
ENSG00000168434.11,COG7,212565.0178
ENSG00000168438.13,CDC40,75936.00011
ENSG00000168439.15,STIP1,546264.3929
ENSG00000168447.9,SCNN1B,1644.83584
ENSG00000168453.13,HR,163606.1135
ENSG00000168454.11,TXNDC2,0
ENSG00000168461.11,RAB31,13339.44641
ENSG00000168476.10,REEP4,247426.5726
ENSG00000168477.16,TNXB,1727.338207
ENSG00000168481.7,LGI3,0
ENSG00000168484.11,SFTPC,0
ENSG00000168487.16,BMP1,77525.96112
ENSG00000168488.17,ATXN2L,628367.6978
ENSG00000168490.12,PHYHIP,2221.563802
ENSG00000168491.8,CCDC110,2972.10136
ENSG00000168495.11,POLR3D,58647.40457
ENSG00000168496.3,FEN1,283473.3186
ENSG00000168497.4,SDPR,3243.189404
ENSG00000168502.16,MTCL1,80778.45305
ENSG00000168505.6,GBX2,347.9733705
ENSG00000168509.16,HFE2,2767.053165
ENSG00000168515.3,SCGB1D1,0
ENSG00000168517.9,HEXIM2,40910.34813
ENSG00000168522.11,FNTA,132038.6976
ENSG00000168528.10,SERINC2,2415086.185
ENSG00000168530.14,MYL1,0
ENSG00000168538.14,TRAPPC11,146534.1123
ENSG00000168539.3,CHRM1,32346.26616
ENSG00000168542.11,COL3A1,313896.912
ENSG00000168546.9,GFRA2,775.1173792
ENSG00000168556.6,ING2,108462.2747
ENSG00000168564.5,CDKN2AIP,212805.6594
ENSG00000168566.11,SNRNP48,64047.13427
ENSG00000168569.7,TMEM223,189200.2183
ENSG00000168575.8,SLC20A2,136705.9574
ENSG00000168582.4,CRYGA,0
ENSG00000168589.13,DYNLRB2,275.1223882
ENSG00000168591.14,TMUB2,352417.4394
ENSG00000168594.14,ADAM29,67.61443282
ENSG00000168610.13,STAT3,462108.2016
ENSG00000168612.4,ZSWIM1,187934.5236
ENSG00000168615.10,ADAM9,444204.8952
ENSG00000168619.14,ADAM18,0
ENSG00000168621.13,GDNF,5372.902656
ENSG00000168631.10,DPCR1,1364.3254
ENSG00000168634.4,WFDC13,880.7124847
ENSG00000168646.11,AXIN2,1232538.191
ENSG00000168653.9,NDUFS5,6767131.161
ENSG00000168658.17,VWA3B,1890.982048
ENSG00000168661.13,ZNF30,64708.7857
ENSG00000168671.8,UGT3A2,299.019433
ENSG00000168672.3,FAM84B,293289.4261
ENSG00000168675.17,LDLRAD4,39895.78332
ENSG00000168676.9,KCTD19,1200.208842
ENSG00000168679.16,SLC16A4,110010.7318
ENSG00000168685.13,IL7R,19607.23713
ENSG00000168701.17,TMEM208,501501.7724
ENSG00000168702.15,LRP1B,94.53800641
ENSG00000168703.5,WFDC12,0
ENSG00000168710.16,AHCYL1,669749.3755
ENSG00000168724.13,DNAJC21,159269.034
ENSG00000168734.12,PKIG,210103.5607
ENSG00000168743.11,NPNT,588069.4497
ENSG00000168746.7,C20orf62,0
ENSG00000168748.12,CA7,6056.829719
ENSG00000168754.12,FAM178B,3753.861341
ENSG00000168757.11,TSPY2,0
ENSG00000168758.9,SEMA4C,111537.8424
ENSG00000168763.14,CNNM3,208321.4762
ENSG00000168765.14,GSTM4,226175.999
ENSG00000168769.11,TET2,42737.52581
ENSG00000168772.10,CXXC4,38415.95512
ENSG00000168778.10,TCTN2,45989.08339
ENSG00000168779.18,SHOX2,1916.09519
ENSG00000168781.20,PPIP5K1,58558.85486
ENSG00000168785.6,TSPAN5,91072.54592
ENSG00000168787.6,OR12D2,0
ENSG00000168792.4,ABHD15,131979.7023
ENSG00000168795.4,ZBTB5,135884.654
ENSG00000168802.11,CHTF8,610181.2825
ENSG00000168803.13,ADAL,7325.819226
ENSG00000168806.7,LCMT2,14821.25473
ENSG00000168807.15,SNTB2,63996.0028
ENSG00000168811.5,IL12A,4541.137772
ENSG00000168813.15,ZNF507,63181.74996
ENSG00000168818.8,STX18,240368.2181
ENSG00000168824.13,D4S234E,8138.821473
ENSG00000168826.14,ZBTB49,37224.65908
ENSG00000168827.13,GFM1,120048.8865
ENSG00000168828.5,OR13J1,1504.029785
ENSG00000168830.7,HTR1E,196.2861483
ENSG00000168843.12,FSTL5,75.21553246
ENSG00000168872.14,DDX19A,102831.0032
ENSG00000168874.11,ATOH8,83393.05527
ENSG00000168875.2,SOX14,195.9995992
ENSG00000168876.7,ANKRD49,82017.9945
ENSG00000168878.15,SFTPB,391.9991984
ENSG00000168883.18,USP39,315945.2041
ENSG00000168884.13,TNIP2,437418.7853
ENSG00000168887.9,C2orf68,181264.32
ENSG00000168890.12,TMEM150A,123411.3313
ENSG00000168894.8,RNF181,928372.9867
ENSG00000168899.4,VAMP5,92949.04069
ENSG00000168903.8,BTNL3,229617.1452
ENSG00000168904.13,LRRC28,30949.6231
ENSG00000168906.11,MAT2A,1803125.767
ENSG00000168907.12,PLA2G4F,94045.60483
ENSG00000168913.6,ENHO,11539.88398
ENSG00000168916.14,ZNF608,16583.65577
ENSG00000168917.8,SLC35G2,4227.912977
ENSG00000168918.12,INPP5D,220853.4592
ENSG00000168924.13,LETM1,245732.7013
ENSG00000168925.9,CTRB1,0
ENSG00000168928.11,CTRB2,0
ENSG00000168930.12,TRIM49,0
ENSG00000168936.9,TMEM129,575850.1821
ENSG00000168938.5,PPIC,482451.8923
ENSG00000168939.9,SPRY3,7502.705579
ENSG00000168944.14,CEP120,25801.27463
ENSG00000168952.14,STXBP6,115486.3313
ENSG00000168955.3,TM4SF20,45873.2903
ENSG00000168958.18,MFF,254045.5976
ENSG00000168959.13,GRM5,46.52641519
ENSG00000168961.15,LGALS9,765097.1613
ENSG00000168970.19,JMJD7-PLA2G4B,30636.21819
ENSG00000168993.13,CPLX1,46807.67103
ENSG00000168994.12,PXDC1,203506.0511
ENSG00000168995.12,SIGLEC7,1380.055915
ENSG00000169006.6,NTSR2,0
ENSG00000169016.15,E2F6,63680.11074
ENSG00000169018.5,FEM1B,152352.5937
ENSG00000169019.10,COMMD8,243127.1812
ENSG00000169020.8,ATP5I,3262511.328
ENSG00000169021.5,UQCRFS1,474178.3051
ENSG00000169026.11,MFSD7,11577.61626
ENSG00000169031.17,COL4A3,397.3051936
ENSG00000169032.8,MAP2K1,321023.2541
ENSG00000169035.10,KLK7,175740.1336
ENSG00000169045.16,HNRNPH1,870988.7252
ENSG00000169047.5,IRS1,34721.64506
ENSG00000169057.18,MECP2,51140.61642
ENSG00000169059.11,VCX3A,0
ENSG00000169062.13,UPF3A,187433.2757
ENSG00000169064.11,ZBBX,0
ENSG00000169067.3,ACTBL2,0
ENSG00000169071.13,ROR2,25407.34921
ENSG00000169083.14,AR,4666.247992
ENSG00000169084.11,DHRSX,233990.2231
ENSG00000169085.10,C8orf46,208.0470952
ENSG00000169087.9,HSPBAP1,44250.85908
ENSG00000169093.13,ASMTL,278131.3137
ENSG00000169100.11,SLC25A6,9176999.671
ENSG00000169105.7,CHST14,66040.45812
ENSG00000169116.10,PARM1,1013748.94
ENSG00000169118.14,CSNK1G1,51516.0253
ENSG00000169122.10,FAM110B,570.3933308
ENSG00000169126.14,ARMC4,2278.449143
ENSG00000169129.13,AFAP1L2,126559.9105
ENSG00000169131.9,ZNF354A,96082.03629
ENSG00000169136.7,ATF5,300243.6514
ENSG00000169139.10,UBE2V2,181451.836
ENSG00000169154.5,GOT1L1,0
ENSG00000169155.8,ZBTB43,72422.57453
ENSG00000169169.13,CPT1C,1785.85583
ENSG00000169174.10,PCSK9,101483.2095
ENSG00000169180.10,XPO6,327468.307
ENSG00000169181.11,GSG1L,154.5287459
ENSG00000169184.5,MN1,1308.914521
ENSG00000169188.4,APEX2,301743.044
ENSG00000169189.15,NSMCE1,368591.0234
ENSG00000169193.10,CCDC126,43114.3907
ENSG00000169194.8,IL13,418.5443467
ENSG00000169203.15,RP11-231C14.4,3998.962037
ENSG00000169208.1,OR10G3,0
ENSG00000169213.6,RAB3B,10034.98415
ENSG00000169214.3,OR6F1,0
ENSG00000169217.7,CD2BP2,489569.3884
ENSG00000169218.12,RSPO1,260.7828918
ENSG00000169220.16,RGS14,141084.0939
ENSG00000169221.12,TBC1D10B,274592.103
ENSG00000169223.13,LMAN2,2144623.955
ENSG00000169224.11,GCSAML,602.4474859
ENSG00000169228.12,RAB24,119175.8241
ENSG00000169230.8,PRELID1,734454.402
ENSG00000169231.12,THBS3,185402.1387
ENSG00000169239.11,CA5B,11440.44139
ENSG00000169241.16,SLC50A1,594013.2211
ENSG00000169242.10,EFNA1,847597.1402
ENSG00000169245.5,CXCL10,63019.87112
ENSG00000169246.15,NPIPB3,12637.54889
ENSG00000169247.10,SH3TC2,27276.66516
ENSG00000169248.11,CXCL11,65018.86075
ENSG00000169249.11,ZRSR2,168907.3965
ENSG00000169251.11,NMD3,225337.9495
ENSG00000169252.5,ADRB2,5264.322665
ENSG00000169255.12,B3GALNT1,13769.40526
ENSG00000169258.6,GPRIN1,55763.5383
ENSG00000169271.2,HSPB3,0
ENSG00000169282.16,KCNAB1,2468.874111
ENSG00000169288.16,MRPL1,369818.8629
ENSG00000169291.8,SHE,1192.924939
ENSG00000169297.7,NR0B1,0
ENSG00000169299.12,PGM2,199975.9463
ENSG00000169302.13,STK32A,1502.134274
ENSG00000169306.8,IL1RAPL1,109.8089357
ENSG00000169313.9,P2RY12,649.9932915
ENSG00000169314.13,C22orf15,1737.781681
ENSG00000169327.4,OR5AU1,0
ENSG00000169330.7,KIAA1024,19487.40427
ENSG00000169340.8,PDILT,0
ENSG00000169344.14,UMOD,0
ENSG00000169347.15,GP2,9651.576112
ENSG00000169359.12,SLC33A1,97567.36669
ENSG00000169371.12,SNUPN,114670.6358
ENSG00000169372.11,CRADD,42011.11147
ENSG00000169375.14,SIN3A,107058.4657
ENSG00000169379.14,ARL13B,31512.57398
ENSG00000169385.2,RNASE2,1066.964705
ENSG00000169393.7,ELSPBP1,358.3444629
ENSG00000169397.3,RNASE3,0
ENSG00000169398.18,PTK2,151445.2048
ENSG00000169402.14,RSPH10B2,0
ENSG00000169403.10,PTAFR,40312.15301
ENSG00000169410.8,PTPN9,117912.764
ENSG00000169413.2,RNASE6,86553.86635
ENSG00000169418.9,NPR1,3542.331353
ENSG00000169427.5,KCNK9,181.0650377
ENSG00000169429.9,CXCL8,47823.38505
ENSG00000169432.13,SCN9A,660.6759936
ENSG00000169435.12,RASSF6,130939.6719
ENSG00000169436.15,COL22A1,308.643047
ENSG00000169439.10,SDC2,33920.11582
ENSG00000169442.7,CD52,62032.30095
ENSG00000169446.5,MMGT1,177145.2557
ENSG00000169469.8,SPRR1B,0
ENSG00000169474.4,SPRR1A,0
ENSG00000169484.2,OR4K14,0
ENSG00000169488.5,OR4K15,0
ENSG00000169490.15,TM2D2,201344.4234
ENSG00000169495.4,HTRA4,1153.54418
ENSG00000169499.13,PLEKHA2,188239.5645
ENSG00000169504.13,CLIC4,272402.3795
ENSG00000169507.8,SLC38A11,8995.78852
ENSG00000169508.6,GPR183,10898.73065
ENSG00000169509.5,CRCT1,575.3988233
ENSG00000169515.5,CCDC8,2131.106753
ENSG00000169519.18,METTL15,80057.76318
ENSG00000169548.3,ZNF280A,1687.622247
ENSG00000169550.11,MUC15,0
ENSG00000169551.11,CT55,0
ENSG00000169554.15,ZEB2,2090.644543
ENSG00000169562.9,GJB1,984150.8196
ENSG00000169564.6,PCBP1,2644993.311
ENSG00000169567.10,HINT1,2860855.606
ENSG00000169570.8,DTWD2,17447.65763
ENSG00000169575.4,VPREB1,0
ENSG00000169583.12,CLIC3,150913.863
ENSG00000169592.13,INO80E,402646.5959
ENSG00000169594.11,BNC1,0
ENSG00000169598.14,DFFB,105118.0796
ENSG00000169599.11,NFU1,296813.6033
ENSG00000169604.18,ANTXR1,30116.17054
ENSG00000169605.5,GKN1,0
ENSG00000169607.11,CKAP2L,51939.14268
ENSG00000169609.12,C15orf40,32470.50151
ENSG00000169612.3,FAM103A1,147445.9485
ENSG00000169618.6,PROKR1,188.5229002
ENSG00000169621.8,APLF,16596.64721
ENSG00000169627.7,BOLA2B,11507.97647
ENSG00000169629.10,RGPD8,3334.071021
ENSG00000169635.8,HIC2,30184.72564
ENSG00000169641.12,LUZP1,148425.2525
ENSG00000169660.14,HEXDC,252258.2802
ENSG00000169676.5,DRD5,0
ENSG00000169679.13,BUB1,99158.99815
ENSG00000169682.16,SPNS1,18906.82842
ENSG00000169683.6,LRRC45,216356.9785
