Unnamed: 0,gene_name,sampl_1
ENSG00000126860.10,EVI2A,3500.736443
ENSG00000126861.4,OMG,1364.641463
ENSG00000126870.14,WDR60,73282.00703
ENSG00000126878.11,AIF1L,20674.83222
ENSG00000126882.11,FAM78A,6299.146965
ENSG00000126883.15,NUP214,118009.1799
ENSG00000126890.13,CTAG2,0
ENSG00000126895.12,AVPR2,361.0750124
ENSG00000126903.14,SLC10A3,429846.2238
ENSG00000126934.12,MAP2K2,724479.4275
ENSG00000126945.8,HNRNPH2,786714.8824
ENSG00000126947.10,ARMCX1,7336.93969
ENSG00000126950.7,TMEM35,156.6624568
ENSG00000126952.15,NXF5,186.64466
ENSG00000126953.5,TIMM8A,72772.95882
ENSG00000126970.14,ZC4H2,47262.12256
ENSG00000127022.13,CANX,2337928.014
ENSG00000127054.17,CPSF3L,373869.2354
ENSG00000127074.13,RGS13,8228.310034
ENSG00000127080.8,IPPK,19335.89542
ENSG00000127081.12,ZNF484,24680.34149
ENSG00000127083.7,OMD,0
ENSG00000127084.16,FGD3,27353.42454
ENSG00000127124.12,HIVEP3,24890.52981
ENSG00000127125.8,PPCS,638070.6411
ENSG00000127129.8,EDN2,35387.55423
ENSG00000127152.16,BCL11B,42303.35079
ENSG00000127184.9,COX7C,3682003.92
ENSG00000127191.16,TRAF2,240919.7858
ENSG00000127220.5,ABHD8,38273.1344
ENSG00000127241.15,MASP1,795.7038663
ENSG00000127249.13,ATP13A4,1540.64877
ENSG00000127252.5,HRASLS,3445.501936
ENSG00000127311.8,HELB,14364.11675
ENSG00000127314.16,RAP1B,59720.29813
ENSG00000127318.9,IL22,0
ENSG00000127324.7,TSPAN8,13833122.22
ENSG00000127325.17,BEST3,528.1965011
ENSG00000127328.20,RAB3IP,61157.79596
ENSG00000127329.13,PTPRB,118102.7649
ENSG00000127334.10,DYRK2,227353.4449
ENSG00000127337.5,YEATS4,298911.9675
ENSG00000127362.2,TAS2R3,2194.981887
ENSG00000127364.3,TAS2R4,14227.69168
ENSG00000127366.5,TAS2R5,34293.96983
ENSG00000127377.7,CRYGN,593.1946632
ENSG00000127399.13,LRRC61,194247.0689
ENSG00000127412.5,TRPV5,0
ENSG00000127415.11,IDUA,168160.3061
ENSG00000127418.13,FGFRL1,456709.8019
ENSG00000127419.15,TMEM175,157309.5596
ENSG00000127423.9,AUNIP,36966.02906
ENSG00000127445.12,PIN1,194691.2911
ENSG00000127452.7,FBXL12,159009.9735
ENSG00000127463.12,EMC1,156308.5761
ENSG00000127472.9,PLA2G5,1235.992869
ENSG00000127481.13,UBR4,186347.6019
ENSG00000127483.16,HP1BP3,663919.9349
ENSG00000127507.16,EMR2,2616.055889
ENSG00000127511.8,SIN3B,151575.6659
ENSG00000127515.1,OR7A10,0
ENSG00000127526.12,SLC35E1,176774.3801
ENSG00000127527.12,EPS15L1,97649.22742
ENSG00000127528.5,KLF2,119955.5426
ENSG00000127529.7,OR7C2,0
ENSG00000127530.2,OR7C1,0
ENSG00000127533.3,F2RL3,6842.491046
ENSG00000127540.10,UQCR11,632162.9471
ENSG00000127554.12,GFER,213906.1722
ENSG00000127561.13,SYNGR3,6241.899516
ENSG00000127564.15,PKMYT1,93853.789
ENSG00000127578.6,WFIKKN1,26009.72541
ENSG00000127580.14,WDR24,98156.26986
ENSG00000127585.10,FBXL16,36350.08861
ENSG00000127586.15,CHTF18,165646
ENSG00000127588.4,GNG13,22103.73529
ENSG00000127603.22,MACF1,70889.58358
ENSG00000127616.16,SMARCA4,432367.9963
ENSG00000127663.13,KDM4B,97820.92798
ENSG00000127666.9,TICAM1,310362.7285
ENSG00000127720.6,METTL25,36087.78568
ENSG00000127743.5,IL17B,3991.205711
ENSG00000127774.6,EMC6,107372.8623
ENSG00000127780.3,OR1E2,0
ENSG00000127804.11,METTL16,67580.70129
ENSG00000127824.12,TUBA4A,745719.132
ENSG00000127831.9,VIL1,1188431.39
ENSG00000127837.8,AAMP,1192688.147
ENSG00000127838.12,PNKD,380402.5554
ENSG00000127863.14,TNFRSF19,4490.204
ENSG00000127870.15,RNF6,222962.3746
ENSG00000127884.4,ECHS1,2834150.568
ENSG00000127903.13,ZNF835,695.846547
ENSG00000127914.15,AKAP9,66775.96558
ENSG00000127920.5,GNG11,16744.01159
ENSG00000127922.8,SHFM1,197358.2909
ENSG00000127928.11,GNGT1,0
ENSG00000127946.15,HIP1,49127.09265
ENSG00000127947.14,PTPN12,255739.7258
ENSG00000127948.12,POR,567594.4119
ENSG00000127951.5,FGL2,11626.8103
ENSG00000127952.15,STYXL1,334259.0502
ENSG00000127954.11,STEAP4,1002.918358
ENSG00000127955.14,GNAI1,61918.3295
ENSG00000127980.14,PEX1,94934.57462
ENSG00000127989.12,MTERF1,29405.35091
ENSG00000127990.14,SGCE,27199.85015
ENSG00000127993.13,RBM48,56997.92617
ENSG00000127995.15,CASD1,116073.1491
ENSG00000128000.14,ZNF780B,51303.3257
ENSG00000128011.4,LRFN1,1310.432103
ENSG00000128016.5,ZFP36,1475253.879
ENSG00000128039.9,SRD5A3,213691.6671
ENSG00000128040.9,SPINK2,13043.36711
ENSG00000128045.6,RASL11B,9939.13016
ENSG00000128050.7,PAICS,557525.2534
ENSG00000128052.8,KDR,18018.56037
ENSG00000128059.7,PPAT,95751.69608
ENSG00000128159.10,TUBGCP6,255633.0317
ENSG00000128165.8,ADM2,68762.58155
ENSG00000128185.8,DGCR6L,563332.4008
ENSG00000128191.12,DGCR8,172013.964
ENSG00000128203.6,ASPHD2,113502.8599
ENSG00000128218.7,VPREB3,3301.468658
ENSG00000128228.4,SDF2L1,706604.4149
ENSG00000128242.11,GAL3ST1,54869.81819
ENSG00000128245.13,YWHAH,1339039.618
ENSG00000128250.5,RFPL1,0
ENSG00000128253.12,RFPL2,0
ENSG00000128266.8,GNAZ,12377.06844
ENSG00000128268.11,MGAT3,54102.4622
ENSG00000128271.18,ADORA2A,864.5391335
ENSG00000128272.13,ATF4,2119637.431
ENSG00000128274.14,A4GALT,9853.924803
ENSG00000128276.9,RFPL3,268.3405572
ENSG00000128283.6,CDC42EP1,1149791.314
ENSG00000128284.18,APOL3,25459.52089
ENSG00000128285.4,MCHR1,408.0842719
ENSG00000128294.14,TPST2,86785.39389
ENSG00000128298.15,BAIAP2L2,1082210.965
ENSG00000128309.15,MPST,735906.1548
ENSG00000128310.2,GALR3,2436.866235
ENSG00000128311.12,TST,2319775.163
ENSG00000128313.2,APOL5,280.0967846
ENSG00000128322.6,IGLL1,891.1043724
ENSG00000128335.12,APOL2,204511.0112
ENSG00000128340.13,RAC2,334058.5586
ENSG00000128342.4,LIF,218184.739
ENSG00000128346.9,C22orf23,12614.22388
ENSG00000128383.11,APOBEC3A,1024.8834
ENSG00000128394.15,APOBEC3F,47086.15294
ENSG00000128408.8,RIBC2,26408.11128
ENSG00000128422.14,KRT17,74300.61274
ENSG00000128463.11,EMC4,198182.8914
ENSG00000128482.14,RNF112,9374.652242
ENSG00000128487.15,SPECC1,65294.05045
ENSG00000128510.9,CPA4,101.7633088
ENSG00000128512.18,DOCK4,5678.945031
ENSG00000128513.13,POT1,68165.78226
ENSG00000128519.3,TAS2R16,0
ENSG00000128524.4,ATP6V1F,2234428.967
ENSG00000128534.6,LSM8,133740.8473
ENSG00000128536.14,CDHR3,21767.23925
ENSG00000128563.12,PRKRIP1,152458.8928
ENSG00000128564.6,VGF,18172.72911
ENSG00000128567.15,PODXL,237249.4741
ENSG00000128573.21,FOXP2,4925.635599
ENSG00000128578.8,STRIP2,35712.72139
ENSG00000128581.14,IFT22,107225.8214
ENSG00000128585.16,MKLN1,46257.99051
ENSG00000128590.4,DNAJB9,214096.2277
ENSG00000128591.14,FLNC,27647.66544
ENSG00000128594.6,LRRC4,7983.729957
ENSG00000128595.15,CALU,466964.617
ENSG00000128596.15,CCDC136,3319.608596
ENSG00000128602.8,SMO,6913.861992
ENSG00000128604.17,IRF5,28815.97307
ENSG00000128606.11,LRRC17,4970.722819
ENSG00000128607.12,KLHDC10,171828.9298
ENSG00000128609.13,NDUFA5,143309.4115
ENSG00000128610.10,FEZF1,31303.28208
ENSG00000128617.2,OPN1SW,16537.46618
ENSG00000128626.10,MRPS12,456508.1149
ENSG00000128641.16,MYO1B,196252.8536
ENSG00000128645.12,HOXD1,4486.654116
ENSG00000128652.10,HOXD3,3292.163504
ENSG00000128654.12,MTX2,543998.2003
ENSG00000128655.15,PDE11A,2223.696845
ENSG00000128656.12,CHN1,3322.057177
ENSG00000128683.12,GAD1,14758.47018
ENSG00000128694.10,OSGEPL1,59466.97859
ENSG00000128699.12,ORMDL1,228560.3916
ENSG00000128708.11,HAT1,113952.6948
ENSG00000128709.11,HOXD9,124279.9918
ENSG00000128710.5,HOXD10,9126.868408
ENSG00000128713.12,HOXD11,7444.733591
ENSG00000128714.5,HOXD13,66350.67681
ENSG00000128731.14,HERC2,111178.0739
ENSG00000128739.19,SNRPN,182968.5467
ENSG00000128789.19,PSMG2,483431.0257
ENSG00000128791.10,TWSG1,143311.283
ENSG00000128805.13,ARHGAP22,19358.10283
ENSG00000128815.16,WDFY4,1500.711425
ENSG00000128829.10,EIF2AK4,57097.1568
ENSG00000128833.11,MYO5C,198482.5209
ENSG00000128849.10,CGNL1,26362.20628
ENSG00000128872.8,TMOD2,7892.201117
ENSG00000128881.15,TTBK2,8450.348903
ENSG00000128886.10,ELL3,17621.58896
ENSG00000128891.14,C15orf57,19142.25734
ENSG00000128908.14,INO80,103881.8834
ENSG00000128915.10,ICE2,61536.40633
ENSG00000128917.6,DLL4,55082.36158
ENSG00000128918.13,ALDH1A2,8502.181639
ENSG00000128923.9,FAM63B,35063.1756
ENSG00000128928.7,IVD,196303.2141
ENSG00000128944.12,KNSTRN,69113.99659
ENSG00000128951.12,DUT,286900.6817
ENSG00000128965.10,CHAC1,27791.37174
ENSG00000128973.10,CLN6,390957.965
ENSG00000128989.9,ARPP19,363706.6265
ENSG00000129003.14,VPS13C,134966.6532
ENSG00000129007.13,CALML4,200909.8988
ENSG00000129009.11,ISLR,30762.61773
ENSG00000129028.7,THAP10,45499.44009
ENSG00000129038.14,LOXL1,96901.78149
ENSG00000129048.6,ACKR4,9746.086536
ENSG00000129055.11,ANAPC13,526396.0155
ENSG00000129071.8,MBD4,253357.2232
ENSG00000129083.11,COPB1,627836.2604
ENSG00000129084.16,PSMA1,426816.5885
ENSG00000129103.16,SUMF2,946005.6148
ENSG00000129116.16,PALLD,177017.3461
ENSG00000129128.11,SPCS3,474301.8144
ENSG00000129151.7,BBOX1,4086.63937
ENSG00000129152.3,MYOD1,0
ENSG00000129158.9,SERGEF,145262.7355
ENSG00000129159.6,KCNC1,163.6981005
ENSG00000129167.8,TPH1,8877.46496
ENSG00000129170.7,CSRP3,824.2411521
ENSG00000129173.11,E2F8,52244.54533
ENSG00000129187.13,DCTD,786616.3429
ENSG00000129194.6,SOX15,16466.63732
ENSG00000129195.14,FAM64A,89173.56897
ENSG00000129197.13,RPAIN,127664.1938
ENSG00000129204.15,USP6,2037.126269
ENSG00000129214.13,SHBG,2655.237978
ENSG00000129219.12,PLD2,198835.1376
ENSG00000129221.13,AIPL1,0
ENSG00000129226.12,CD68,12880.10157
ENSG00000129235.9,TXNDC17,387238.5421
ENSG00000129244.7,ATP1B2,614.7423326
ENSG00000129245.10,FXR2,213711.9712
ENSG00000129250.10,KIF1C,735048.5248
ENSG00000129255.13,MPDU1,548073.9477
ENSG00000129292.19,PHF20L1,43917.83056
ENSG00000129295.7,LRRC6,74524.29684
ENSG00000129315.8,CCNT1,97047.32291
ENSG00000129317.13,PUS7L,45221.91222
ENSG00000129347.18,KRI1,232492.4095
ENSG00000129351.16,ILF3,707220.5951
ENSG00000129353.13,SLC44A2,551813.6491
ENSG00000129354.10,AP1M2,1834519.067
ENSG00000129355.6,CDKN2D,95134.13679
ENSG00000129422.12,MTUS1,89409.59901
ENSG00000129437.8,KLK14,54561.11362
ENSG00000129450.7,SIGLEC9,2220.917081
ENSG00000129451.10,KLK10,533136.2054
ENSG00000129455.14,KLK8,77100.35708
ENSG00000129460.14,NGDN,166771.6959
ENSG00000129465.14,RIPK3,227862.1753
ENSG00000129467.12,ADCY4,55970.67766
ENSG00000129472.11,RAB2B,113023.6304
ENSG00000129473.8,BCL2L2,290762.5279
ENSG00000129474.14,AJUBA,63525.80085
ENSG00000129480.11,DTD2,100864.2569
ENSG00000129484.12,PARP2,86829.59294
ENSG00000129493.13,HEATR5A,60871.04998
ENSG00000129514.5,FOXA1,268957.7674
ENSG00000129515.17,SNX6,346851.2517
ENSG00000129518.7,EAPP,454961.8972
ENSG00000129521.12,EGLN3,423194.5361
ENSG00000129534.12,MIS18BP1,103047.0245
ENSG00000129535.11,NRL,11515.36996
ENSG00000129538.12,RNASE1,1179987.866
ENSG00000129559.11,NEDD8,280356.7353
ENSG00000129562.9,DAD1,3256130.668
ENSG00000129566.11,TEP1,187344.94
ENSG00000129595.11,EPB41L4A,10137.53229
ENSG00000129596.4,CDO1,920.0072552
ENSG00000129625.11,REEP5,416205.1489
ENSG00000129636.11,ITFG1,192888.2001
ENSG00000129646.12,QRICH2,46426.2602
ENSG00000129654.7,FOXJ1,130548.6463
ENSG00000129657.13,SEC14L1,76323.86972
ENSG00000129667.11,RHBDF2,162589.2256
ENSG00000129673.8,AANAT,2574.84405
ENSG00000129675.14,ARHGEF6,6573.175865
ENSG00000129680.14,MAP7D3,23709.65577
ENSG00000129682.12,FGF13,2245.58129
ENSG00000129691.14,ASH2L,149798.4145
ENSG00000129696.11,TTI2,56858.45312
ENSG00000129744.2,ART1,0
ENSG00000129749.3,CHRNA10,12218.97612
ENSG00000129757.11,CDKN1C,21494.01637
ENSG00000129810.13,SGOL1,34722.34279
ENSG00000129824.14,RPS4Y1,1947.50371
ENSG00000129910.6,CDH15,1218.433118
ENSG00000129911.7,KLF16,387649.4002
ENSG00000129925.9,TMEM8A,730744.8605
ENSG00000129932.6,DOHH,180550.3639
ENSG00000129933.19,MAU2,143222.4204
ENSG00000129946.9,SHC2,224812.8499
ENSG00000129951.17,LPPR3,146.9460694
ENSG00000129965.12,INS-IGF2,0
ENSG00000129968.14,ABHD17A,143620.0712
ENSG00000129988.5,LBP,9448.160179
ENSG00000129990.13,SYT5,376.6403369
ENSG00000129991.11,TNNI3,1782.208745
ENSG00000129993.13,CBFA2T3,105146.138
ENSG00000130005.10,GAMT,20335.3801
ENSG00000130021.12,HDHD1,222876.2298
ENSG00000130023.14,ERMARD,80347.38685
ENSG00000130024.13,PHF10,257868.9233
ENSG00000130032.14,PRRG3,0
ENSG00000130035.5,GALNT8,117754.2944
ENSG00000130037.4,KCNA5,287.6994117
ENSG00000130038.8,CRACR2A,96187.51868
ENSG00000130045.14,NXNL2,164.9382376
ENSG00000130052.12,STARD8,3116.139723
ENSG00000130054.4,FAM155B,200.7371923
ENSG00000130055.12,GDPD2,29315.23952
ENSG00000130066.15,SAT1,2717872.616
ENSG00000130119.14,GNL3L,67985.51566
ENSG00000130147.14,SH3BP4,305657.9245
ENSG00000130150.10,MOSPD2,82464.33631
ENSG00000130158.12,DOCK6,229488.5777
ENSG00000130159.12,ECSIT,439828.0626
ENSG00000130164.10,LDLR,264327.0961
ENSG00000130165.9,ELOF1,233772.1459
ENSG00000130167.12,TSPAN16,1290.131891
ENSG00000130173.12,C19orf80,988.0110621
ENSG00000130175.8,PRKCSH,2209204.019
ENSG00000130176.6,CNN1,8091.85737
ENSG00000130177.13,CDC16,487237.8706
ENSG00000130182.6,ZSCAN10,485.4223276
ENSG00000130193.7,THEM6,276605.7977
ENSG00000130201.6,EXOC3L2,18913.10915
ENSG00000130202.8,PVRL2,872634.4685
ENSG00000130203.8,APOE,164163.3065
ENSG00000130204.11,TOMM40,496389.0735
ENSG00000130208.8,APOC1,115173.2494
ENSG00000130222.9,GADD45G,75559.17982
ENSG00000130224.13,LRCH2,817.1620538
ENSG00000130226.15,DPP6,29.6728434
ENSG00000130227.15,XPO7,139856.3097
ENSG00000130234.9,ACE2,24006.70587
ENSG00000130244.11,FAM98C,128507.4058
ENSG00000130254.10,SAFB2,281660.5908
ENSG00000130255.11,RPL36,7628694.329
ENSG00000130270.15,ATP8B3,1780.176
ENSG00000130283.8,GDF1,0
ENSG00000130287.12,NCAN,349.9891467
ENSG00000130294.13,KIF1A,32.59522346
ENSG00000130299.15,GTPBP3,166284.1657
ENSG00000130300.7,PLVAP,285003.3998
ENSG00000130303.11,BST2,174933.5833
ENSG00000130304.15,SLC27A1,86327.26194
ENSG00000130305.15,NSUN5,263918.2828
ENSG00000130307.10,USHBP1,3268.932445
ENSG00000130309.9,COLGALT1,686039.797
ENSG00000130311.9,DDA1,259843.3981
ENSG00000130312.5,MRPL34,720750.1631
ENSG00000130313.5,PGLS,632251.5416
ENSG00000130332.13,LSM7,1132430.97
ENSG00000130338.11,TULP4,54523.54662
ENSG00000130340.13,SNX9,632864.3967
ENSG00000130347.11,RTN4IP1,137524.3996
ENSG00000130348.10,QRSL1,115153.6284
ENSG00000130349.8,C6orf203,255990.3016
ENSG00000130363.10,RSPH3,87848.95615
ENSG00000130368.5,MAS1,40.9286837
ENSG00000130377.12,ACSBG2,1168.491953
ENSG00000130382.8,MLLT1,389438.1783
ENSG00000130383.7,FUT5,0
ENSG00000130385.5,BMP15,0
ENSG00000130396.19,MLLT4,281739.9238
ENSG00000130402.10,ACTN4,3660349.887
ENSG00000130413.14,STK33,106.0084686
ENSG00000130414.10,NDUFA10,359272.0845
ENSG00000130427.2,EPO,302.841486
ENSG00000130429.11,ARPC1B,954664.5921
ENSG00000130433.6,CACNG6,0
ENSG00000130449.5,ZSWIM6,56378.83399
ENSG00000130475.13,FCHO1,127115.2406
ENSG00000130477.13,UNC13A,1113.84072
ENSG00000130479.9,MAP1S,312713.2772
ENSG00000130487.5,KLHDC7B,1077.309733
ENSG00000130489.11,SCO2,441251.8383
ENSG00000130508.9,PXDN,30305.93962
ENSG00000130511.14,SSBP4,277096.9048
ENSG00000130513.6,GDF15,2269613.375
ENSG00000130517.12,PGPEP1,222171.2797
ENSG00000130518.15,KIAA1683,15444.12179
ENSG00000130520.9,LSM4,883614.2709
ENSG00000130522.5,JUND,1329841.499
ENSG00000130528.10,HRC,3000.217328
ENSG00000130529.14,TRPM4,832394.0337
ENSG00000130538.4,OR11H1,0
ENSG00000130540.12,SULT4A1,565.5025291
ENSG00000130544.10,ZNF557,31724.38178
ENSG00000130545.14,CRB3,530798.1859
ENSG00000130558.17,OLFM1,1917.387383
ENSG00000130559.17,CAMSAP1,92188.98528
ENSG00000130560.7,UBAC1,335311.2982
ENSG00000130561.15,SAG,33.88970773
ENSG00000130584.9,ZBTB46,5759.662778
ENSG00000130589.15,HELZ2,147311.827
ENSG00000130590.12,SAMD10,160586.235
ENSG00000130592.12,LSP1,24395.03439
ENSG00000130595.15,TNNT3,0
ENSG00000130598.14,TNNI2,4467.051863
ENSG00000130635.14,COL5A1,51980.79637
ENSG00000130638.14,ATXN10,360826.3041
ENSG00000130640.12,TUBGCP2,311516.7515
ENSG00000130643.7,CALY,267.6273597
ENSG00000130649.8,CYP2E1,6237.823227
ENSG00000130653.14,PNPLA7,45381.29452
ENSG00000130656.4,HBZ,533.4823527
ENSG00000130669.16,PAK4,252989.4784
ENSG00000130675.13,MNX1,54157.59986
ENSG00000130684.12,ZNF337,36664.17823
ENSG00000130695.12,CEP85,114474.8636
ENSG00000130699.15,TAF4,72071.5186
ENSG00000130700.6,GATA5,0
ENSG00000130701.3,RBBP8NL,109455.5656
ENSG00000130702.12,LAMA5,118711.4891
ENSG00000130703.14,OSBPL2,150368.6043
ENSG00000130706.11,ADRM1,1371743.273
ENSG00000130707.16,ASS1,2011122.648
ENSG00000130711.3,PRDM12,5368.22004
ENSG00000130713.14,EXOSC2,147907.3532
ENSG00000130714.14,POMT1,177722.0793
ENSG00000130717.11,UCK1,228511.2514
ENSG00000130720.11,FIBCD1,1471.915549
ENSG00000130723.16,PRRC2B,188168.9425
ENSG00000130724.7,CHMP2A,1199824.113
ENSG00000130725.6,UBE2M,722406.7805
ENSG00000130726.10,TRIM28,1988634.818
ENSG00000130731.14,C16orf13,614513.3663
ENSG00000130733.9,YIPF2,610887.0827
ENSG00000130734.8,ATG4D,216772.2872
ENSG00000130741.9,EIF2S3,1475155.532
ENSG00000130748.6,TMEM160,149447.4772
ENSG00000130749.8,ZC3H4,249026.8054
ENSG00000130751.8,NPAS1,17003.45864
ENSG00000130755.11,GMFG,29465.05384
ENSG00000130758.6,MAP3K10,128084.8366
ENSG00000130762.13,ARHGEF16,488939.0217
ENSG00000130764.8,LRRC47,298249.2395
ENSG00000130766.4,SESN2,149307.0796
ENSG00000130768.13,SMPDL3B,516824.5161
ENSG00000130770.16,ATPIF1,1562240.131
ENSG00000130772.12,MED18,264130.5743
ENSG00000130775.14,THEMIS2,37131.34151
ENSG00000130779.18,CLIP1,88822.53609
ENSG00000130783.12,CCDC62,2248.153474
ENSG00000130787.12,HIP1R,556189.1555
ENSG00000130803.13,ZNF317,176220.8598
ENSG00000130810.18,PPAN,114923.83
ENSG00000130811.9,EIF3G,1281885.589
ENSG00000130812.9,ANGPTL6,2770.145642
ENSG00000130813.16,C19orf66,141404.1614
ENSG00000130816.13,DNMT1,174992.6679
ENSG00000130818.9,ZNF426,23812.50611
ENSG00000130821.14,SLC6A8,734643.4304
ENSG00000130822.14,PNCK,8465.40402
ENSG00000130826.14,DKC1,668040.3612
ENSG00000130827.6,PLXNA3,191965.037
ENSG00000130829.16,DUSP9,435.2800897
ENSG00000130830.13,MPP1,37844.52231
ENSG00000130844.15,ZNF331,1250.867007
ENSG00000130856.14,ZNF236,42097.86918
ENSG00000130876.10,SLC7A10,258.9387183
ENSG00000130881.12,LRP3,96524.70545
ENSG00000130921.6,C12orf65,70670.98665
ENSG00000130935.8,NOL11,230147.3206
ENSG00000130939.17,UBE4B,201874.9706
ENSG00000130940.13,CASZ1,60864.56678
ENSG00000130943.6,PKDREJ,6806.355508
ENSG00000130948.8,HSD17B3,12146.06466
ENSG00000130950.12,NUTM2F,314.548361
ENSG00000130956.12,HABP4,62959.07243
ENSG00000130957.4,FBP2,8642.005316
ENSG00000130958.10,SLC35D2,482128.3195
ENSG00000130962.16,PRRG1,48620.2695
ENSG00000130985.15,UBA1,1419144.278
ENSG00000130988.11,RGN,1862.728315
ENSG00000130997.15,POLN,2712.668977
ENSG00000131013.3,PPIL4,243098.3918
ENSG00000131015.4,ULBP2,82108.43105
ENSG00000131016.15,AKAP12,44789.08127
ENSG00000131018.21,SYNE1,4712.964051
ENSG00000131019.9,ULBP3,124747.3967
ENSG00000131023.11,LATS1,96092.8684
ENSG00000131037.13,EPS8L1,442295.4258
ENSG00000131042.12,LILRB2,1784.577653
ENSG00000131043.10,AAR2,397194.041
ENSG00000131044.15,TTLL9,407.8776469
ENSG00000131050.9,BPIFA2,0
ENSG00000131051.19,RBM39,667894.1687
ENSG00000131055.4,COX4I2,7555.742124
ENSG00000131059.10,BPIFA3,0
ENSG00000131061.12,ZNF341,39635.77381
ENSG00000131067.15,GGT7,219722.4232
ENSG00000131068.3,DEFB118,0
ENSG00000131069.18,ACSS2,493956.1152
ENSG00000131080.13,EDA2R,45691.07169
ENSG00000131089.12,ARHGEF9,73207.8735
ENSG00000131094.3,C1QL1,16484.39872
ENSG00000131095.10,GFAP,860.3564397
ENSG00000131096.9,PYY,1364.197041
ENSG00000131097.5,HIGD1B,7952.666664
ENSG00000131100.11,ATP6V1E1,555890.4385
ENSG00000131115.14,ZNF227,39252.8927
ENSG00000131116.10,ZNF428,289965.2639
ENSG00000131126.17,TEX101,504.4197574
ENSG00000131127.12,ZNF141,37725.48692
ENSG00000131142.12,CCL25,814.5180512
ENSG00000131143.7,COX4I1,2367420.342
ENSG00000131148.7,EMC8,187816.7012
ENSG00000131149.16,GSE1,271766.0736
ENSG00000131152.4,RP11-178L8.4,1267.930251
ENSG00000131153.7,GINS2,156101.6109
ENSG00000131165.13,CHMP1A,1013225.671
ENSG00000131171.11,SH3BGRL,1031597.187
ENSG00000131174.4,COX7B,894931.6421
ENSG00000131183.9,SLC34A1,355.7334302
ENSG00000131187.8,F12,152005.8647
ENSG00000131188.10,PRR7,76828.08216
ENSG00000131196.16,NFATC1,3064.817288
ENSG00000131203.11,IDO1,3087.850171
ENSG00000131233.9,GJA9,979.0451539
ENSG00000131236.15,CAP1,2481939.224
ENSG00000131238.15,PPT1,774734.6589
ENSG00000131242.14,RAB11FIP4,96093.06228
ENSG00000131263.11,RLIM,129068.1571
ENSG00000131264.3,CDX4,0
ENSG00000131269.14,ABCB7,152567.8698
ENSG00000131323.13,TRAF3,99975.80668
ENSG00000131351.13,HAUS8,46443.72212
ENSG00000131355.13,EMR3,141.9736258
ENSG00000131368.6,MRPS25,383773.8056
ENSG00000131370.14,SH3BP5,30215.70161
ENSG00000131373.13,HACL1,128414.703
ENSG00000131374.13,TBC1D5,114947.0078
ENSG00000131375.8,CAPN7,124474.4507
ENSG00000131378.12,RFTN1,40142.98323
ENSG00000131379.8,C3orf20,1730.151101
ENSG00000131381.11,RBSN,70477.45719
ENSG00000131386.16,GALNT15,2127.729405
ENSG00000131389.15,SLC6A6,250919.6177
ENSG00000131398.12,KCNC3,9689.287179
ENSG00000131400.6,NAPSA,6636.127172
ENSG00000131408.12,NR1H2,488958.6803
ENSG00000131409.11,LRRC4B,3226.363155
ENSG00000131435.11,PDLIM4,10220.90015
ENSG00000131437.14,KIF3A,42978.76925
ENSG00000131446.14,MGAT1,442246.9656
ENSG00000131459.11,GFPT2,3623.327318
ENSG00000131462.6,TUBG1,460247.4619
ENSG00000131467.9,PSME3,450624.8393
ENSG00000131469.11,RPL27,7742465.46
ENSG00000131470.13,PSMC3IP,33656.24676
ENSG00000131471.5,AOC3,10950.89272
ENSG00000131473.15,ACLY,694460.1669
ENSG00000131475.5,VPS25,651249.0259
ENSG00000131477.9,RAMP2,39997.23528
ENSG00000131480.7,AOC2,5305.709888
ENSG00000131482.8,G6PC,366.60726
ENSG00000131495.7,NDUFA2,944419.7219
ENSG00000131503.19,ANKHD1,16003.991
ENSG00000131504.14,DIAPH1,734693.787
ENSG00000131507.10,NDFIP1,539111.6366
ENSG00000131508.14,UBE2D2,584573.4896
ENSG00000131558.13,EXOC4,182710.0975
ENSG00000131584.17,ACAP3,153311.2247
ENSG00000131591.16,C1orf159,51159.70873
ENSG00000131620.16,ANO1,291999.8513
ENSG00000131626.14,PPFIA1,105091.2325
ENSG00000131634.12,TMEM204,52142.88311
ENSG00000131650.12,KREMEN2,13097.25707
ENSG00000131652.12,THOC6,513435.1758
ENSG00000131653.11,TRAF7,675276.4716
ENSG00000131668.12,BARX1,4533.24903
ENSG00000131669.8,NINJ1,238199.4676
ENSG00000131686.13,CA6,6052.279133
ENSG00000131697.16,NPHP4,42428.39808
ENSG00000131711.13,MAP1B,4241.45926
ENSG00000131721.4,RHOXF2,0
ENSG00000131724.9,IL13RA1,1092718.163
ENSG00000131725.12,WDR44,120967.9487
ENSG00000131730.14,CKMT2,5888.584449
ENSG00000131732.10,ZCCHC9,111948.5715
ENSG00000131737.5,KRT34,0
ENSG00000131738.8,KRT33B,0
ENSG00000131746.11,TNS4,1153824.812
ENSG00000131747.13,TOP2A,482809.4026
ENSG00000131748.14,STARD3,174927.933
ENSG00000131759.16,RARA,151031.5491
ENSG00000131771.12,PPP1R1B,2617268.64
ENSG00000131773.12,KHDRBS3,19754.58308
ENSG00000131778.16,CHD1L,343483.7822
ENSG00000131779.9,PEX11B,475971.9102
ENSG00000131781.11,FMO5,80542.37789
ENSG00000131788.14,PIAS3,121043.3154
ENSG00000131791.7,PRKAB2,126218.8957
