gene_id,gene_name,CPT0019990006,CPT0017440009,CPT0077290006
ENSG00000104419.13,NDRG1,4402153.205,3346034.072,6878057.756
ENSG00000104427.10,ZC2HC1A,69843.6995,73046.4031,147224.4428
ENSG00000104432.11,IL7,112604.7509,104051.0544,115074.6213
ENSG00000104435.12,STMN2,56152.1081,503.1135,2654.7043
ENSG00000104442.8,ARMC1,189189.6738,205990.6457,284560.4749
ENSG00000104447.10,TRPS1,104674.7023,222494.4103,273867.9997
ENSG00000104450.11,SPAG1,86933.3025,58418.5957,79801.4783
ENSG00000104472.8,CHRAC1,103637.9909,70379.6523,103525.4246
ENSG00000104490.16,NCALD,76445.1126,72849.8615,48926.6751
ENSG00000104497.12,SNX16,40871.1734,54519.9346,57240.7412
ENSG00000104499.5,GML,0,1896.3098,555.8875
ENSG00000104517.11,UBR5,446294.3005,536008.1064,508477.5798
ENSG00000104518.9,GSDMD,347147.5432,292442.8947,256466.6938
ENSG00000104522.14,TSTA3,99325.022,84812.1321,59870.7153
ENSG00000104524.12,PYCRL,37024.7085,38463.99,24161.5733
ENSG00000104529.16,EEF1D,308137.5004,186099.5471,169837.5567
ENSG00000104537.15,ANXA13,127426.821,50113.1996,52857.515
ENSG00000104549.10,SQLE,108954.2295,54794.029,78896.0022
ENSG00000104611.10,SH2D4A,106628.2567,72051.8475,125972.5871
ENSG00000104613.10,INTS10,217699.0802,205786.4663,224638.7774
ENSG00000104626.13,ERI1,59018.3584,61976.8089,57941.1556
ENSG00000104635.12,SLC39A14,3058458.675,521338.5914,721100.3329
ENSG00000104643.8,MTMR9,88191.0218,120401.1681,100720.2059
ENSG00000104660.16,LEPROTL1,284773.987,313255.4973,374285.3077
ENSG00000104671.6,DCTN6,407988.5419,240186.4949,399538.5685
ENSG00000104679.9,R3HCC1,317731.5526,166279.209,247359.3889
ENSG00000104687.11,GSR,606161.8808,348943.6516,473945.2207
ENSG00000104689.8,TNFRSF10A,270631.5964,243228.0224,305446.1716
ENSG00000104691.13,UBXN8,109529.1269,49129.9656,69844.4965
ENSG00000104695.11,PPP2CB,267473.9456,229329.1904,297714.9538
ENSG00000104714.12,ERICH1,50508.7439,87788.6533,65169.0413
ENSG00000104722.12,NEFM,3768.0337,0,6679.2788
ENSG00000104723.19,TUSC3,219796.31,42244.9589,115481.0852
ENSG00000104728.14,ARHGEF10,194684.8453,175026.7688,262235.5191
ENSG00000104731.12,KLHDC4,57549.722,66982.4731,35343.6454
ENSG00000104738.15,MCM4,110610.0386,92121.8251,75194.706
ENSG00000104755.13,ADAM2,0,0,1259.1188
ENSG00000104756.14,KCTD9,288837.3488,368056.2927,378160.7967
ENSG00000104760.15,FGL1,172.4426,899.9956,0
ENSG00000104763.16,ASAH1,1182192.385,965552.4347,1559430.194
ENSG00000104765.13,BNIP3L,1327725.633,1134137.369,2909061.351
ENSG00000104774.11,MAN2B1,290548.196,299189.2701,194856.4793
ENSG00000104783.10,KCNN4,14018.8111,21498.0452,14457.4705
ENSG00000104804.6,TULP2,3303.5841,0,3032.5651
ENSG00000104805.14,NUCB1,955709.8949,1062485.785,1056217.397
ENSG00000104808.6,DHDH,32647.9588,70905.4962,58005.6568
ENSG00000104812.13,GYS1,320679.5188,205429.0935,390608.5352
ENSG00000104814.11,MAP4K1,38160.0643,70645.8944,24586.7387
ENSG00000104818.14,CGB2,0,0,0
ENSG00000104823.7,ECH1,703984.498,510842.9487,571462.3097
ENSG00000104824.15,HNRNPL,365106.9042,360112.5914,311253.0165
ENSG00000104825.15,NFKBIB,94790.5142,89740.1677,74422.9133
ENSG00000104826.10,LHB,8707.1963,13633.1258,1998.2191
ENSG00000104827.12,CGB,0,0,0
ENSG00000104833.9,TUBB4A,3941.6016,22285.9257,2713.6807
ENSG00000104835.13,SARS2,32240.6782,29791.6077,28301.9192
ENSG00000104848.1,KCNA7,520.7987,271.8102,0
ENSG00000104852.13,SNRNP70,620638.9239,568806.5667,586345.0545
ENSG00000104853.14,CLPTM1,236554.45,249874.8069,187069.075
ENSG00000104856.12,RELB,123036.8438,172086.2076,92799.3354
ENSG00000104859.13,CLASRP,97661.9515,85794.782,95372.3103
ENSG00000104863.10,LIN7B,22080.9134,17286.3835,17884.8018
ENSG00000104866.9,PPP1R37,146473.98,73370.1962,113216.8764
ENSG00000104870.11,FCGRT,1295062.954,780133.2705,990097.9251
ENSG00000104872.9,PIH1D1,235998.4136,185513.1034,285346.7055
ENSG00000104879.4,CKM,1030.5968,2151.5162,1576.748
ENSG00000104880.16,ARHGEF18,15702.9782,22108.914,16928.9377
ENSG00000104881.13,PPP1R13L,141403.2588,139452.1291,91900.407
ENSG00000104883.6,PEX11G,61738.0903,26344.8221,34930.6689
ENSG00000104884.13,ERCC2,42979.2947,44217.8281,47878.7234
ENSG00000104885.16,DOT1L,24542.8689,73955.8572,23085.7059
ENSG00000104886.8,PLEKHJ1,94647.9721,82967.7964,103945.5969
ENSG00000104888.8,SLC17A7,0,395.2616,260.7023
ENSG00000104889.4,RNASEH2A,81518.4031,50121.8515,63811.2009
ENSG00000104892.15,KLC3,155.7835,325.2201,7007.1648
ENSG00000104894.10,CD37,105747.9156,104669.9804,75598.5685
ENSG00000104897.8,SF3A2,85911.675,104843.6237,84032.3174
ENSG00000104899.5,AMH,1540.2515,5052.9167,1615.8772
ENSG00000104901.5,DKKL1,2337.7124,0,1430.6209
ENSG00000104903.4,LYL1,45078.7242,58103.2397,24794.8301
ENSG00000104904.11,OAZ1,1427555.415,1073876.476,1355000.156
ENSG00000104907.11,TRMT1,159567.9786,169386.3868,122711.6796
ENSG00000104915.13,STX10,317895.689,210079.3074,279596.5779
ENSG00000104918.6,RETN,87574.3013,1142.6482,1004.8736
ENSG00000104921.13,FCER2,464.4904,1696.9561,1492.346
ENSG00000104936.16,DMPK,46954.1221,64359.8026,40042.6657
ENSG00000104938.15,CLEC4M,0,146.1331,514.0524
ENSG00000104941.6,RSPH6A,2011.4239,466.5701,1025.7838
ENSG00000104946.9,TBC1D17,99690.7458,137117.7842,93274.2982
ENSG00000104951.14,IL4I1,35979.6096,67462.1638,15902.3311
ENSG00000104953.17,TLE6,8105.179,8948.4498,3290.8786
ENSG00000104957.12,CCDC130,205350.7468,180031.8775,173967.419
ENSG00000104960.14,PTOV1,129657.5575,163443.5401,179407.5301
ENSG00000104964.13,AES,417738.3433,382547.7478,427752.2124
ENSG00000104967.6,NOVA2,10225.7418,29147.7924,10048.7364
ENSG00000104969.8,SGTA,189744.3195,177737.2593,173215.7872
ENSG00000104970.9,KIR3DX1,999.6286,927.4959,815.6633
ENSG00000104972.13,LILRB1,95350.6217,96532.369,55905.1457
ENSG00000104973.13,MED25,53016.7952,65437.1473,49265.0794
ENSG00000104974.9,LILRA1,32065.0778,24533.9723,34435.5385
ENSG00000104976.10,SNAPC2,64038.7078,47831.2537,54866.1006
ENSG00000104979.7,C19orf53,553717.2391,361871.0403,507846.3598
ENSG00000104980.6,TIMM44,120298.2091,93478.3475,128602.4453
ENSG00000104983.7,CCDC61,64005.7152,57167.7315,41794.667
ENSG00000104998.3,IL27RA,183146.1882,135605.5691,94910.0097
ENSG00000105011.7,ASF1B,35577.0599,32494.0582,15875.6078
ENSG00000105048.15,TNNT1,4981.7716,821.0646,5054.4542
ENSG00000105053.9,VRK3,95414.5078,93105.5323,91267.4737
ENSG00000105058.10,FAM32A,701688.5195,440451.921,628346.8053
ENSG00000105063.17,PPP6R1,135844.5964,202541.9009,125652.709
ENSG00000105072.7,C19orf44,65665.8695,50668.345,58269.4878
ENSG00000105085.9,MED26,13990.5286,26531.7338,20195.5092
ENSG00000105088.7,OLFM2,6147.716,7843.1373,6688.4389
ENSG00000105122.11,RASAL3,91811.7675,125664.4508,48893.403
ENSG00000105127.7,AKAP8,387041.311,253244.4613,401144.8074
ENSG00000105131.6,EPHX3,18750.5449,4673.9592,3596.5979
ENSG00000105135.14,ILVBL,181972.0678,132168.6828,223065.8408
ENSG00000105136.18,ZNF419,39735.4176,35911.8006,61010.1851
ENSG00000105137.11,SYDE1,134232.7405,124380.0665,103716.138
ENSG00000105141.5,CASP14,0,0,149.4236
ENSG00000105143.11,SLC1A6,74.4485,155.4217,205.0226
ENSG00000105146.11,AURKC,8181.9932,7015.4376,11266.1398
ENSG00000105171.8,POP4,94987.6111,64533.3776,86638.6336
ENSG00000105173.12,CCNE1,15626.0028,10252.467,15368.6556
ENSG00000105176.16,URI1,314901.517,271055.0012,400269.7324
ENSG00000105185.10,PDCD5,442905.1826,235508.264,323539.8741
ENSG00000105186.13,ANKRD27,107541.911,121785.4964,119075.2873
ENSG00000105193.7,RPS16,1114629.424,795051.3702,669678.9842
ENSG00000105197.9,TIMM50,96862.6768,76862.1467,79162.6976
ENSG00000105198.9,LGALS13,0,0,0
ENSG00000105202.6,FBL,411924.3087,276120.7808,252167.0984
ENSG00000105204.12,DYRK1B,70084.1331,90652.9544,104768.7802
ENSG00000105205.6,CLC,6275.009,0,4114.4432
ENSG00000105219.7,CNTD2,837.5178,582.8122,256.2699
ENSG00000105220.13,GPI,585600.2803,564702.961,878651.2743
ENSG00000105221.15,AKT2,117594.7835,129189.546,125046.7828
ENSG00000105223.17,PLD3,646316.5884,521509.5765,626557.3215
ENSG00000105227.13,PRX,31289.5523,30806.1284,15584.515
ENSG00000105229.5,PIAS4,84151.5537,79853.747,91436.3351
ENSG00000105245.8,NUMBL,19551.1921,22754.849,18485.6713
ENSG00000105246.5,EBI3,105955.356,56918.831,21975.7412
ENSG00000105248.14,CCDC94,255831.21,148988.7433,197631.1622
ENSG00000105251.9,SHD,0,0,0
ENSG00000105254.10,TBCB,250558.3438,174001.3413,232359.6563
ENSG00000105255.9,FSD1,1097.8456,3819.8461,335.9269
ENSG00000105258.7,POLR2I,257029.5392,116119.7101,265178.9469
ENSG00000105261.6,OVOL3,1635.7269,9390.7295,4504.606
ENSG00000105270.13,CLIP3,12978.27,28984.2471,17316.2212
ENSG00000105278.9,ZFR2,1532.2556,299.8875,439.5477
ENSG00000105281.11,SLC1A5,177671.7518,234318.3263,128908.5196
ENSG00000105287.11,PRKD2,137552.4373,225407.6048,98730.7723
ENSG00000105289.13,TJP3,2564.7205,2113.5063,4336.8983
ENSG00000105290.10,APLP1,5605.1385,9913.7858,2286.8022
ENSG00000105298.12,CACTIN,54321.9624,56802.2093,42929.9846
ENSG00000105321.11,CCDC9,105927.1194,79002.7034,80366.2955
ENSG00000105323.15,HNRNPUL1,382011.6034,386946.1215,425742.0613
ENSG00000105325.12,FZR1,94381.6109,129035.3502,115458.2836
ENSG00000105327.14,BBC3,73570.6748,60912.4915,65563.2649
ENSG00000105329.8,TGFB1,186521.3617,340027.8261,94081.9925
ENSG00000105339.9,DENND3,161418.4804,256504.6592,106786.4898
ENSG00000105341.17,ATP5SL,110182.5037,89106.2158,95418.2682
ENSG00000105352.9,CEACAM4,14189.0913,11325.9558,6895.6138
ENSG00000105355.7,PLIN3,294430.8406,162221.1112,186499.9746
ENSG00000105357.14,MYH14,25976.1027,20335.7925,32233.0593
ENSG00000105364.12,MRPL4,80280.029,41898.9724,41597.3244
ENSG00000105366.14,SIGLEC8,86524.8458,81697.0042,58663.5786
ENSG00000105369.8,CD79A,41660.4294,12650.4764,22945.6176
ENSG00000105370.6,LIM2,576.1467,2405.5752,1057.7617
ENSG00000105371.8,ICAM4,0,0,0
ENSG00000105372.5,RPS19,3766512.01,1845462.431,1837453.04
ENSG00000105373.17,GLTSCR2,919021.8689,493274.8746,410709.4093
ENSG00000105374.8,NKG7,334842.9168,678696.3692,142509.3522
ENSG00000105376.4,ICAM5,2185.9945,6997.477,1739.1054
ENSG00000105379.8,ETFB,128134.1122,83854.8999,133235.8352
ENSG00000105383.13,CD33,53922.3188,41567.5336,28334.9139
ENSG00000105388.13,CEACAM5,0,0,457.5607
ENSG00000105392.14,CRX,285.044,297.5348,0
ENSG00000105393.14,BABAM1,208522.2384,179369.9079,230299.9236
ENSG00000105397.12,TYK2,277514.7245,271077.3852,289311.028
ENSG00000105398.3,SULT2A1,572.9572,0,1051.906
ENSG00000105401.5,CDC37,1053483.424,727041.387,668589.5848
ENSG00000105402.6,NAPA,163195.063,173806.2043,121169.9658
ENSG00000105404.9,RABAC1,356518.0911,221738.9146,296425.1558
ENSG00000105409.14,ATP1A3,1778.1584,4292.1811,102.0176
ENSG00000105419.16,MEIS3,14225.2672,10556.4453,8569.4808
ENSG00000105426.13,PTPRS,190549.6005,157606.6485,184730.4253
ENSG00000105427.8,CNFN,28320.0477,985.3683,3466.2308
ENSG00000105428.5,ZNRF4,0,0,0
ENSG00000105429.11,MEGF8,90100.1869,118710.015,103891.139
ENSG00000105438.7,KDELR1,491598.7879,485161.0151,628155.3942
ENSG00000105443.12,CYTH2,119665.2313,105913.3584,110232.8098
ENSG00000105447.11,GRWD1,74672.9337,108875.7558,71176.3697
ENSG00000105464.3,GRIN2D,2123.5865,3383.2976,1949.372
ENSG00000105467.7,SYNGR4,0,1437.5252,0
ENSG00000105472.11,CLEC11A,99974.2024,33571.6109,48020.5101
ENSG00000105479.14,CCDC114,3575.0849,2349.6185,3403.3403
ENSG00000105483.15,CARD8,148616.1704,207389.7204,126641.9072
ENSG00000105486.12,LIG1,134344.5182,79693.4567,178151.1376
ENSG00000105492.14,SIGLEC6,8628.0938,4387.627,6295.5939
ENSG00000105497.6,ZNF175,69345.4429,66198.2019,77786.6759
ENSG00000105499.12,PLA2G4C,67743.2842,105034.4758,93950.2907
ENSG00000105501.10,SIGLEC5,6338.4417,4908.7904,1501.5353
ENSG00000105507.2,CABP5,0,0,0
ENSG00000105509.9,HAS1,6858.2284,530.2785,932.6806
ENSG00000105514.6,RAB3D,140600.6696,141112.0084,114396.7987
ENSG00000105516.9,DBP,38882.508,49393.6924,85199.2801
ENSG00000105518.12,TMEM205,836836.2486,450627.4377,760700.6059
ENSG00000105519.11,CAPS,38437.3655,49648.9417,37526.1754
ENSG00000105520.9,LPPR2,70610.6267,70074.0443,50609.0346
ENSG00000105523.3,FAM83E,900.3289,469.8909,619.8509
ENSG00000105538.7,RASIP1,151054.5884,136192.4292,79847.3706
ENSG00000105549.9,THEG,0,0,0
ENSG00000105550.7,FGF21,0,0,398.2731
ENSG00000105552.13,BCAT2,115021.8146,87567.057,140360.0787
ENSG00000105556.9,MIER2,44693.0917,98976.9752,53362.2552
ENSG00000105559.10,PLEKHA4,119433.9731,98129.4763,89146.9824
ENSG00000105568.16,PPP2R1A,472791.7151,467543.9267,444614.36
ENSG00000105576.14,TNPO2,161157.1472,184026.6709,196628.7097
ENSG00000105583.8,WDR83OS,448142.3631,280310.1891,421214.5774
ENSG00000105605.6,CACNG7,0,0,186.6194
ENSG00000105607.11,GCDH,54501.0279,54447.0763,43333.9608
ENSG00000105609.15,LILRB5,71955.1994,46233.5296,43339.7403
ENSG00000105610.4,KLF1,2145.3503,2985.8144,328.2251
ENSG00000105612.7,DNASE2,543022.9856,401175.222,503067.7564
ENSG00000105613.8,MAST1,697.0555,727.6009,559.8867
ENSG00000105617.3,LENG1,131418.2447,82460.3709,99627.1606
ENSG00000105618.12,PRPF31,321138.5341,192724.0984,312386.7555
ENSG00000105619.12,TFPT,165261.1815,112606.1373,119255.81
ENSG00000105639.17,JAK3,171363.0997,219426.023,103387.0871
ENSG00000105640.11,RPL18A,2193814.462,983668.8067,1099885.052
ENSG00000105641.3,SLC5A5,1558.6883,488.0973,715.4084
ENSG00000105642.14,KCNN1,8722.2332,10746.2318,41214.7117
ENSG00000105643.8,ARRDC2,204148.0289,302278.1315,358235.1762
ENSG00000105647.13,PIK3R2,4152.2298,2758.1163,3811.5897
ENSG00000105649.8,RAB3A,23796.3173,11112.2223,14945.9753
ENSG00000105650.20,PDE4C,8473.1113,12396.0991,10840.198
ENSG00000105655.17,ISYNA1,149068.3144,116881.3593,64123.4225
ENSG00000105656.11,ELL,81187.0095,110300.6724,51203.908
ENSG00000105662.14,CRTC1,20595.3633,27981.3463,17930.466
ENSG00000105664.9,COMP,27901.7768,15711.8734,18198.55
ENSG00000105668.6,UPK1A,0,434.9759,128912.1934
ENSG00000105669.11,COPE,418687.1189,368451.5663,340326.4934
ENSG00000105671.10,DDX49,229126.5038,188726.0245,263146.7654
ENSG00000105672.13,ETV2,5554.7826,8283.1375,4127.8267
ENSG00000105675.7,ATP4A,878.22,152.784,268.7242
ENSG00000105676.12,ARMC6,107187.7462,91942.0088,66799.7934
ENSG00000105677.10,TMEM147,388622.2942,262028.395,345651.5654
ENSG00000105679.7,GAPDHS,374.7419,391.1633,0
ENSG00000105695.13,MAG,4235.0778,200.9391,1236.9767
ENSG00000105696.7,TMEM59L,2384.4488,0,198.9849
ENSG00000105697.6,HAMP,2269.3673,5329.8275,520.7983
ENSG00000105698.14,USF2,210818.5069,186100.2883,172208.3933
ENSG00000105699.15,LSR,148164.5458,241664.6086,205178.9313
ENSG00000105700.9,KXD1,203772.1097,174409.4643,225940.1678
ENSG00000105701.14,FKBP8,976248.2546,676895.0297,923888.1629
ENSG00000105705.14,SUGP1,89593.6117,80318.1843,98438.5922
ENSG00000105707.12,HPN,749433.9248,562007.1231,1093302.517
ENSG00000105708.8,ZNF14,174109.2332,130561.7965,171165.8614
ENSG00000105711.9,SCN1B,67323.3359,68217.9506,72872.3498
ENSG00000105717.12,PBX4,28082.7536,31872.4581,17595.1249
ENSG00000105722.8,ERF,181739.9309,237490.499,93247.394
ENSG00000105723.10,GSK3A,77534.8819,81364.5278,81685.5594
ENSG00000105726.15,ATP13A1,65853.2398,116622.1459,63694.7841
ENSG00000105732.11,ZNF574,38418.9694,53173.8979,44307.158
ENSG00000105737.8,GRIK5,2724.6891,2607.0793,1042.1506
ENSG00000105738.9,SIPA1L3,75622.3369,97448.4881,41509.4972
ENSG00000105750.13,ZNF85,32558.9546,33985.7061,33693.835
ENSG00000105755.6,ETHE1,216478.8683,117057.327,108155.4768
ENSG00000105767.2,CADM4,47140.3964,17460.2343,30244.6384
ENSG00000105771.12,SMG9,38346.2091,54792.9146,32497.7174
ENSG00000105778.16,AVL9,164815.5356,183034.41,167518.4505
ENSG00000105784.14,RUNDC3B,25984.0947,13372.1378,69005.5901
ENSG00000105792.18,CFAP69,69698.1815,62740.0008,84963.9957
ENSG00000105793.14,GTPBP10,46308.8139,63824.5007,76607.6529
ENSG00000105808.16,RASA4,5779.0148,5664.4341,4334.5051
ENSG00000105810.8,CDK6,125036.2445,150919.0359,91805.7801
ENSG00000105819.12,PMPCB,295153.4699,259176.7176,282395.4712
ENSG00000105821.13,DNAJC2,88368.1269,88981.7268,80959.3806
ENSG00000105825.10,TFPI2,49805.2119,188539.0987,41010.0139
ENSG00000105829.10,BET1,97096.1498,86403.1066,120898.9193
ENSG00000105835.10,NAMPT,859227.8684,423127.0865,489966.1246
ENSG00000105849.5,TWISTNB,122904.189,137357.9204,125763.8199
ENSG00000105851.9,PIK3CG,152147.4265,149195.5564,80891.4805
ENSG00000105852.9,PON3,2395.2872,11471.7354,3880.2051
ENSG00000105854.11,PON2,495392.3294,544502.0674,496886.7074
ENSG00000105855.8,ITGB8,635297.9344,405448.6147,654374.5612
ENSG00000105856.12,HBP1,453970.2307,355140.3146,463707.0171
ENSG00000105865.9,DUS4L,42386.3483,37470.6257,45345.8697
ENSG00000105866.12,SP4,96881.0024,130482.5797,90022.7509
ENSG00000105875.12,WDR91,633026.3074,520988.4774,468305.7657
ENSG00000105877.16,DNAH11,1121386.794,1022298.019,1067573.029
ENSG00000105879.10,CBLL1,75295.3649,102769.5416,93714.8711
ENSG00000105880.4,DLX5,5707.3489,18812.9941,6342.1049
ENSG00000105887.10,MTPN,756665.1619,945489.173,1024997.729
ENSG00000105889.13,STEAP1B,1720.4796,8209.7004,1579.3351
ENSG00000105894.10,PTN,50842.1732,99202.9425,39045.1776
ENSG00000105926.14,MPP6,163436.5096,201420.2538,267374.2547
ENSG00000105928.12,DFNA5,67883.1257,84682.0859,64017.3516
ENSG00000105929.14,ATP6V0A4,1552.197,36233.9013,1424.858
ENSG00000105939.11,ZC3HAV1,313060.8463,378801.4074,269928.4609
ENSG00000105948.12,TTC26,85402.0242,88431.2335,129509.8994
ENSG00000105953.13,OGDH,591193.7695,786115.6444,614905.5163
ENSG00000105954.2,NPVF,478.347,0,0
ENSG00000105963.12,ADAP1,15855.758,12207.5098,17238.8832
ENSG00000105967.14,TFEC,217051.3456,252820.8288,312347.8347
ENSG00000105968.17,H2AFV,457999.3967,473064.5361,478302.0771
ENSG00000105971.13,CAV2,387926.5903,302064.3149,310457.4948
ENSG00000105974.10,CAV1,999992.5395,1143084.882,726453.2345
ENSG00000105976.13,MET,802538.4119,1743363.961,1705381.485
ENSG00000105982.15,RNF32,32817.8233,28138.7903,39569.6295
ENSG00000105983.18,LMBR1,104512.6931,144484.7182,162211.5505
ENSG00000105989.7,WNT2,2273.1433,197.7295,1217.218
ENSG00000105991.7,HOXA1,4483.9146,5616.4827,4527.6701
ENSG00000105993.13,DNAJB6,137131.1493,136913.3721,101849.0175
ENSG00000105996.6,HOXA2,10421.2706,18129.8942,4464.2881
ENSG00000105997.21,HOXA3,25645.8881,35186.9836,27667.8631
ENSG00000106003.11,LFNG,90764.1786,81356.0171,65278.5671
ENSG00000106004.4,HOXA5,153396.1107,79014.7591,136220.1287
ENSG00000106006.6,HOXA6,54043.9074,30518.0438,20738.7151
ENSG00000106009.14,BRAT1,131697.8196,110082.5109,82563.4089
ENSG00000106012.16,IQCE,64131.1158,97100.3645,65034.0298
ENSG00000106013.11,ANKRD7,23034.5648,8014.6508,5126.0262
ENSG00000106018.12,VIPR2,3161.1941,2048.1017,2601.6644
ENSG00000106025.7,TSPAN12,602021.3178,646926.1569,720191.2649
ENSG00000106028.9,SSBP1,266813.6843,185471.8705,237906.0496
ENSG00000106031.7,HOXA13,671.5292,2102.8681,1643.8358
ENSG00000106034.16,CPED1,133202.7287,105185.9204,104778.1285
ENSG00000106038.11,EVX1,679.073,177.2076,155.8408
ENSG00000106049.7,HIBADH,700575.5612,685234.7639,645126.2796
ENSG00000106052.12,TAX1BP1,381414.0315,396247.7054,394081.5081
ENSG00000106066.12,CPVL,737787.2688,504872.6077,434923.7515
ENSG00000106069.19,CHN2,34175.3371,38348.3884,25538.4959
ENSG00000106070.16,GRB10,736098.8148,899869.9312,381916.6562
ENSG00000106077.17,ABHD11,115885.7836,163275.3926,244031.9604
ENSG00000106078.16,COBL,22404.7928,67833.5533,52384.9394
ENSG00000106080.9,FKBP14,76738.5025,73407.5307,60926.3603
ENSG00000106086.17,PLEKHA8,57127.901,62891.0457,100335.283
ENSG00000106089.10,STX1A,8323.4714,12388.7446,8772.5768
ENSG00000106100.9,NOD1,111175.7039,164139.2361,70794.9685
ENSG00000106105.12,GARS,281600.3124,349894.7311,287570.0519
ENSG00000106113.17,CRHR2,10001.5831,6114.774,2623.1641
ENSG00000106123.10,EPHB6,29610.8037,25887.151,24728.3834
ENSG00000106125.14,FAM188B,21260.882,20491.6572,11752.7478
ENSG00000106128.17,GHRHR,557.343,775.6881,170.5399
ENSG00000106144.18,CASP2,62459.4768,118909.4999,74666.3713
ENSG00000106153.12,CHCHD2,2653068.1,1833445.66,2343557.065
ENSG00000106178.5,CCL24,922.5818,963.0098,846.8951
ENSG00000106211.8,HSPB1,1546056.224,1101809.367,1238220.793
ENSG00000106236.3,NPTX2,2124997.971,54965.3187,292452.8792
ENSG00000106244.11,PDAP1,398502.9612,349552.66,378992.9863
ENSG00000106245.8,BUD31,255808.1754,177679.1559,205853.4923
ENSG00000106246.16,PTCD1,18435.107,18219.3829,20343.2816
ENSG00000106258.12,CYP3A5,201865.8553,378433.6765,639368.9531
ENSG00000106261.15,ZKSCAN1,323644.7105,311973.189,340186.5848
ENSG00000106263.16,EIF3B,357431.2309,343246.5417,427063.4784
ENSG00000106266.7,SNX8,75431.0087,74413.6528,73768.4821
ENSG00000106268.14,NUDT1,54665.9459,45989.8158,37199.0489
ENSG00000106278.10,PTPRZ1,4304.9785,59.915,158.0723
ENSG00000106290.13,TAF6,76622.1555,138873.9836,80566.9612
ENSG00000106299.7,WASL,264529.6793,436890.9601,409190.8892
ENSG00000106302.8,HYAL4,0,434.0227,381.6905
ENSG00000106304.14,SPAM1,0,0,0
ENSG00000106305.8,AIMP2,115209.2822,77908.9622,66809.3354
ENSG00000106327.11,TFR2,4944.9655,3636.6217,10832.3989
ENSG00000106328.9,FSCN3,1416.8835,1663.8437,2438.7101
ENSG00000106330.10,MOSPD3,67278.9824,64374.9195,74474.7599
ENSG00000106331.13,PAX4,0,0,0
ENSG00000106333.11,PCOLCE,88318.1374,50299.8138,85067.1624
ENSG00000106336.11,FBXO24,3904.6699,4075.7747,2649.2941
ENSG00000106341.9,PPP1R17,9550.8886,7477.0604,3506.9416
ENSG00000106344.7,RBM28,73943.5981,90665.7427,69293.5932
ENSG00000106346.10,USP42,49582.5088,86790.8524,39234.4045
ENSG00000106348.15,IMPDH1,132593.0403,170529.7911,127280.3353
ENSG00000106351.11,AGFG2,62659.2687,99137.9769,60285.0807
ENSG00000106355.8,LSM5,88757.2343,71665.2618,85255.0099
ENSG00000106366.8,SERPINE1,2747664.294,1895219.948,1216735.021
ENSG00000106367.12,AP1S1,403900.1889,234736.6182,407434.1453
ENSG00000106384.9,MOGAT3,74426.3111,14733.8767,82455.8169
ENSG00000106392.9,C1GALT1,108376.7042,109319.4446,145546.3868
ENSG00000106397.10,PLOD3,149761.1663,341774.9225,250901.23
ENSG00000106399.10,RPA3,119059.8639,121887.1887,173800.8549
ENSG00000106400.10,ZNHIT1,188539.0471,150215.7262,156191.2845
ENSG00000106404.12,CLDN15,48009.9695,90574.5197,48586.8387
ENSG00000106410.13,NOBOX,548.394,0,0
ENSG00000106415.11,GLCCI1,69779.6103,90356.338,74832.0713
ENSG00000106436.4,MYL10,0,0,517.8734
ENSG00000106443.13,PHF14,178068.7495,159182.5344,176094.116
ENSG00000106459.13,NRF1,120884.381,156142.5305,100706.6089
ENSG00000106460.17,TMEM106B,108452.6918,142813.3091,158226.1116
ENSG00000106462.9,EZH2,93655.3121,155836.7976,60434.6383
ENSG00000106477.17,CEP41,16307.804,18440.9562,16175.8586
ENSG00000106479.9,ZNF862,63743.2874,92192.5979,66943.895
ENSG00000106483.10,SFRP4,158488.5997,12028.5429,73467.7997
ENSG00000106484.13,MEST,38596.2317,12060.6012,97714.251
ENSG00000106511.5,MEOX2,7058.4887,32323.2323,19856.3031
ENSG00000106524.7,ANKMY2,275641.1874,246914.5055,385217.9919
ENSG00000106526.9,ACTR3C,196764.2719,216515.9149,136538.3721
ENSG00000106536.18,POU6F2,760.7293,72.1877,1015.7391
ENSG00000106537.7,TSPAN13,124903.6348,128506.8202,81528.5068
ENSG00000106538.8,RARRES2,2236039.514,1026277.72,892470.0728
ENSG00000106541.10,AGR2,400.1638,835.3983,22223.7783
ENSG00000106546.11,AHR,713741.731,784713.3522,623887.5873
ENSG00000106554.10,CHCHD3,295180.5121,243711.6793,285159.2461
ENSG00000106560.9,GIMAP2,216075.0763,279662.7386,120354.8225
ENSG00000106565.16,TMEM176B,4285211.024,3359097.019,5577571.688
ENSG00000106571.11,GLI3,12876.901,29776.3807,13460.6734
ENSG00000106588.9,PSMA2,45658.1159,44763.7144,58168.1726
ENSG00000106591.3,MRPL32,234683.7636,186794.2046,226520.2417
ENSG00000106603.16,COA1,120636.9341,141757.9799,112552.6485
ENSG00000106605.9,BLVRA,429503.6162,611796.813,365573.1396
ENSG00000106608.15,URGCP,163281.8934,180377.8905,185523.0306
ENSG00000106609.15,TMEM248,504094.6216,600018.365,641506.9042
ENSG00000106615.8,RHEB,250398.0907,264228.1035,250106.9366
