ENSG00000000003.13	TSPAN6
ENSG00000000005.5	TNMD
ENSG00000000419.11	DPM1
ENSG00000000457.12	SCYL3
ENSG00000000460.15	C1orf112
ENSG00000000938.11	FGR
ENSG00000000971.14	CFH
ENSG00000001036.12	FUCA2
ENSG00000001084.9	GCLC
ENSG00000001167.13	NFYA
ENSG00000001460.16	STPG1
ENSG00000001461.15	NIPAL3
ENSG00000001497.15	LAS1L
ENSG00000001561.6	ENPP4
ENSG00000001617.10	SEMA3F
ENSG00000001626.13	CFTR
ENSG00000001629.8	ANKIB1
ENSG00000001630.14	CYP51A1
ENSG00000001631.13	KRIT1
ENSG00000002016.15	RAD52
ENSG00000002330.12	BAD
ENSG00000002549.11	LAP3
ENSG00000002586.16	CD99
ENSG00000002587.8	HS3ST1
ENSG00000002726.18	AOC1
ENSG00000002745.11	WNT16
ENSG00000002746.13	HECW1
ENSG00000002822.14	MAD1L1
ENSG00000002834.16	LASP1
ENSG00000002919.13	SNX11
ENSG00000002933.6	TMEM176A
ENSG00000003056.6	M6PR
ENSG00000003096.12	KLHL13
ENSG00000003137.7	CYP26B1
ENSG00000003147.16	ICA1
ENSG00000003249.12	DBNDD1
ENSG00000003393.13	ALS2
ENSG00000003400.13	CASP10
ENSG00000003402.18	CFLAR
ENSG00000003436.13	TFPI
ENSG00000003509.14	NDUFAF7
ENSG00000003756.15	RBM5
ENSG00000003987.12	MTMR7
ENSG00000003989.15	SLC7A2
ENSG00000004059.9	ARF5
ENSG00000004139.12	SARM1
ENSG00000004142.10	POLDIP2
ENSG00000004399.11	PLXND1
ENSG00000004455.15	AK2
ENSG00000004468.11	CD38
ENSG00000004478.7	FKBP4
ENSG00000004487.14	KDM1A
ENSG00000004534.13	RBM6
ENSG00000004660.13	CAMKK1
ENSG00000004700.14	RECQL
ENSG00000004766.14	CCDC132
ENSG00000004776.10	HSPB6
ENSG00000004777.17	ARHGAP33
ENSG00000004779.8	NDUFAB1
ENSG00000004799.7	PDK4
ENSG00000004809.12	SLC22A16
ENSG00000004838.12	ZMYND10
ENSG00000004846.15	ABCB5
ENSG00000004848.6	ARX
ENSG00000004864.12	SLC25A13
ENSG00000004866.17	ST7
ENSG00000004897.10	CDC27
ENSG00000004939.12	SLC4A1
ENSG00000004948.12	CALCR
ENSG00000004961.13	HCCS
ENSG00000004975.10	DVL2
ENSG00000005001.8	PRSS22
ENSG00000005007.11	UPF1
ENSG00000005020.11	SKAP2
ENSG00000005022.5	SLC25A5
ENSG00000005059.14	CCDC109B
ENSG00000005073.5	HOXA11
ENSG00000005075.14	POLR2J
ENSG00000005100.11	DHX33
ENSG00000005102.11	MEOX1
ENSG00000005108.14	THSD7A
ENSG00000005156.10	LIG3
ENSG00000005175.8	RPAP3
ENSG00000005187.10	ACSM3
ENSG00000005189.18	AC004381.6
ENSG00000005194.13	CIAPIN1
ENSG00000005206.15	SPPL2B
ENSG00000005238.18	FAM214B
ENSG00000005243.8	COPZ2
ENSG00000005249.11	PRKAR2B
ENSG00000005302.16	MSL3
ENSG00000005339.11	CREBBP
ENSG00000005379.14	BZRAP1
ENSG00000005381.7	MPO
ENSG00000005421.7	PON1
ENSG00000005436.12	GCFC2
ENSG00000005448.15	WDR54
ENSG00000005469.10	CROT
ENSG00000005471.14	ABCB4
ENSG00000005483.18	KMT2E
ENSG00000005486.15	RHBDD2
ENSG00000005513.9	SOX8
ENSG00000005700.13	IBTK
ENSG00000005801.15	ZNF195
ENSG00000005810.16	MYCBP2
ENSG00000005812.9	FBXL3
ENSG00000005844.16	ITGAL
ENSG00000005882.10	PDK2
ENSG00000005884.16	ITGA3
ENSG00000005889.14	ZFX
ENSG00000005893.14	LAMP2
ENSG00000005961.16	ITGA2B
ENSG00000005981.11	ASB4
ENSG00000006007.10	GDE1
ENSG00000006015.16	C19orf60
ENSG00000006016.9	CRLF1
ENSG00000006025.10	OSBPL7
ENSG00000006042.10	TMEM98
ENSG00000006047.11	YBX2
ENSG00000006059.3	KRT33A
ENSG00000006062.12	MAP3K14
ENSG00000006071.10	ABCC8
ENSG00000006116.3	CACNG3
ENSG00000006118.13	TMEM132A
ENSG00000006125.15	AP2B1
ENSG00000006128.10	TAC1
ENSG00000006194.9	ZNF263
ENSG00000006210.6	CX3CL1
ENSG00000006282.18	SPATA20
ENSG00000006283.16	CACNA1G
ENSG00000006327.12	TNFRSF12A
ENSG00000006377.10	DLX6
ENSG00000006432.14	MAP3K9
ENSG00000006451.6	RALA
ENSG00000006453.12	BAIAP2L1
ENSG00000006459.9	KDM7A
ENSG00000006468.12	ETV1
ENSG00000006530.14	AGK
ENSG00000006534.14	ALDH3B1
ENSG00000006555.9	TTC22
ENSG00000006576.15	PHTF2
ENSG00000006606.7	CCL26
ENSG00000006607.12	FARP2
ENSG00000006611.14	USH1C
ENSG00000006625.16	GGCT
ENSG00000006634.6	DBF4
ENSG00000006638.10	TBXA2R
ENSG00000006652.12	IFRD1
ENSG00000006659.11	LGALS14
ENSG00000006695.9	COX10
ENSG00000006704.9	GTF2IRD1
ENSG00000006712.13	PAF1
ENSG00000006715.14	VPS41
ENSG00000006740.15	ARHGAP44
ENSG00000006744.17	ELAC2
ENSG00000006747.13	SCIN
ENSG00000006756.14	ARSD
ENSG00000006757.10	PNPLA4
ENSG00000006788.11	MYH13
ENSG00000006831.9	ADIPOR2
ENSG00000006837.10	CDKL3
ENSG00000007001.11	UPP2
ENSG00000007038.9	PRSS21
ENSG00000007047.13	MARK4
ENSG00000007062.10	PROM1
ENSG00000007080.9	CCDC124
ENSG00000007129.16	CEACAM21
ENSG00000007168.11	PAFAH1B1
ENSG00000007171.15	NOS2
ENSG00000007174.16	DNAH9
ENSG00000007202.13	KIAA0100
ENSG00000007216.13	SLC13A2
ENSG00000007237.17	GAS7
ENSG00000007255.9	TRAPPC6A
ENSG00000007264.12	MATK
ENSG00000007306.13	CEACAM7
ENSG00000007312.11	CD79B
ENSG00000007314.10	SCN4A
ENSG00000007341.17	ST7L
ENSG00000007350.15	TKTL1
ENSG00000007372.19	PAX6
ENSG00000007376.6	RPUSD1
ENSG00000007384.14	RHBDF1
ENSG00000007392.15	LUC7L
ENSG00000007402.10	CACNA2D2
ENSG00000007516.12	BAIAP3
ENSG00000007520.3	TSR3
ENSG00000007541.13	PIGQ
ENSG00000007545.14	CRAMP1L
ENSG00000007866.17	TEAD3
ENSG00000007908.14	SELE
ENSG00000007923.14	DNAJC11
ENSG00000007933.11	FMO3
ENSG00000007944.13	MYLIP
ENSG00000007952.16	NOX1
ENSG00000007968.6	E2F2
ENSG00000008018.8	PSMB1
ENSG00000008056.11	SYN1
ENSG00000008083.12	JARID2
ENSG00000008086.9	CDKL5
ENSG00000008118.8	CAMK1G
ENSG00000008128.21	CDK11A
ENSG00000008130.14	NADK
ENSG00000008196.11	TFAP2B
ENSG00000008197.4	TFAP2D
ENSG00000008226.18	DLEC1
ENSG00000008256.14	CYTH3
ENSG00000008277.13	ADAM22
ENSG00000008282.6	SYPL1
ENSG00000008283.14	CYB561
ENSG00000008294.19	SPAG9
ENSG00000008300.13	CELSR3
ENSG00000008311.13	AASS
ENSG00000008323.14	PLEKHG6
ENSG00000008324.9	SS18L2
ENSG00000008382.14	MPND
ENSG00000008394.11	MGST1
ENSG00000008405.10	CRY1
ENSG00000008438.4	PGLYRP1
ENSG00000008441.15	NFIX
ENSG00000008513.13	ST3GAL1
ENSG00000008516.15	MMP25
ENSG00000008517.15	IL32
ENSG00000008710.16	PKD1
ENSG00000008735.13	MAPK8IP2
ENSG00000008838.16	MED24
ENSG00000008853.15	RHOBTB2
ENSG00000008869.10	HEATR5B
ENSG00000008952.15	SEC62
ENSG00000008988.8	RPS20
ENSG00000009307.14	CSDE1
ENSG00000009335.16	UBE3C
ENSG00000009413.14	REV3L
ENSG00000009694.12	TENM1
ENSG00000009709.10	PAX7
ENSG00000009724.15	MASP2
ENSG00000009765.13	IYD
ENSG00000009780.14	FAM76A
ENSG00000009790.13	TRAF3IP3
ENSG00000009830.10	POMT2
ENSG00000009844.14	VTA1
ENSG00000009950.14	MLXIPL
ENSG00000009954.9	BAZ1B
ENSG00000010017.12	RANBP9
ENSG00000010030.12	ETV7
ENSG00000010072.14	SPRTN
ENSG00000010165.18	METTL13
ENSG00000010219.12	DYRK4
ENSG00000010244.15	ZNF207
ENSG00000010256.9	UQCRC1
ENSG00000010270.12	STARD3NL
ENSG00000010278.10	CD9
ENSG00000010282.13	HHATL
ENSG00000010292.11	NCAPD2
ENSG00000010295.18	IFFO1
ENSG00000010310.7	GIPR
ENSG00000010318.18	PHF7
ENSG00000010319.5	SEMA3G
ENSG00000010322.14	NISCH
ENSG00000010327.9	STAB1
ENSG00000010361.12	FUZ
ENSG00000010379.14	SLC6A13
ENSG00000010404.16	IDS
ENSG00000010438.15	PRSS3
ENSG00000010539.10	ZNF200
ENSG00000010610.8	CD4
ENSG00000010626.13	LRRC23
ENSG00000010671.14	BTK
ENSG00000010704.17	HFE
ENSG00000010803.15	SCMH1
ENSG00000010810.16	FYN
ENSG00000010818.7	HIVEP2
ENSG00000010932.14	FMO1
ENSG00000011007.11	TCEB3
ENSG00000011009.9	LYPLA2
ENSG00000011021.20	CLCN6
ENSG00000011028.12	MRC2
ENSG00000011052.20	NME2
ENSG00000011083.7	SLC6A7
ENSG00000011105.10	TSPAN9
ENSG00000011114.13	BTBD7
ENSG00000011132.10	APBA3
ENSG00000011143.15	MKS1
ENSG00000011198.6	ABHD5
ENSG00000011201.9	KAL1
ENSG00000011243.16	AKAP8L
ENSG00000011258.14	MBTD1
ENSG00000011260.12	UTP18
ENSG00000011275.17	RNF216
ENSG00000011295.14	TTC19
ENSG00000011304.15	PTBP1
ENSG00000011332.18	DPF1
ENSG00000011347.8	SYT7
ENSG00000011376.8	LARS2
ENSG00000011405.12	PIK3C2A
ENSG00000011422.10	PLAUR
ENSG00000011426.9	ANLN
ENSG00000011451.16	WIZ
ENSG00000011454.15	RABGAP1
ENSG00000011465.15	DCN
ENSG00000011478.10	QPCTL
ENSG00000011485.13	PPP5C
ENSG00000011523.12	CEP68
ENSG00000011566.13	MAP4K3
ENSG00000011590.12	ZBTB32
ENSG00000011600.10	TYROBP
ENSG00000011638.9	TMEM159
ENSG00000011677.11	GABRA3
ENSG00000012048.18	BRCA1
ENSG00000012061.14	ERCC1
ENSG00000012124.13	CD22
ENSG00000012171.16	SEMA3B
ENSG00000012174.10	MBTPS2
ENSG00000012211.11	PRICKLE3
ENSG00000012223.11	LTF
ENSG00000012232.7	EXTL3
ENSG00000012504.12	NR1H4
ENSG00000012660.12	ELOVL5
ENSG00000012779.9	ALOX5
ENSG00000012817.14	KDM5D
ENSG00000012822.14	CALCOCO1
ENSG00000012963.12	UBR7
