ENSG00000000003.13	TSPAN6
ENSG00000012983.10	MAP4K5
ENSG00000013016.13	EHD3
ENSG00000013275.6	PSMC4
ENSG00000013288.7	MAN2B2
ENSG00000013293.5	SLC7A14
ENSG00000013297.9	CLDN11
ENSG00000013306.14	SLC25A39
ENSG00000013364.17	MVP
ENSG00000013374.14	NUB1
ENSG00000013375.14	PGM3
ENSG00000013392.7	RWDD2A
ENSG00000013441.14	CLK1
ENSG00000013503.8	POLR3B
ENSG00000013523.8	ANGEL1
ENSG00000013561.16	RNF14
ENSG00000013563.12	DNASE1L1
ENSG00000013573.15	DDX11
ENSG00000013583.7	HEBP1
ENSG00000013588.5	GPRC5A
ENSG00000013619.12	MAMLD1
ENSG00000013725.13	CD6
ENSG00000013810.17	TACC3
ENSG00000014123.9	UFL1
ENSG00000014138.7	POLA2
ENSG00000014164.6	ZC3H3
ENSG00000014216.14	CAPN1
ENSG00000014257.14	ACPP
ENSG00000014641.16	MDH1
ENSG00000014824.12	SLC30A9
ENSG00000014914.18	MTMR11
ENSG00000014919.11	COX15
ENSG00000015133.17	CCDC88C
ENSG00000015153.13	YAF2
ENSG00000015171.17	ZMYND11
ENSG00000015285.9	WAS
ENSG00000015413.8	DPEP1
ENSG00000015475.17	BID
ENSG00000015479.16	MATR3
ENSG00000015520.13	NPC1L1
ENSG00000015532.8	XYLT2
ENSG00000015568.11	RGPD5
ENSG00000015592.15	STMN4
ENSG00000015676.16	NUDCD3
ENSG00000016082.13	ISL1
ENSG00000016391.9	CHDH
ENSG00000016402.11	IL20RA
ENSG00000016490.14	CLCA1
ENSG00000016602.9	CLCA4
ENSG00000016864.15	GLT8D1
ENSG00000017260.18	ATP2C1
ENSG00000017427.14	IGF1
ENSG00000017483.13	SLC38A5
ENSG00000017797.10	RALBP1
ENSG00000018189.11	RUFY3
ENSG00000018236.13	CNTN1
ENSG00000018280.15	SLC11A1
ENSG00000018408.13	WWTR1
ENSG00000018510.11	AGPS
ENSG00000018610.12	CXorf56
ENSG00000018625.13	ATP1A2
ENSG00000018699.10	TTC27
ENSG00000018869.15	ZNF582
ENSG00000019102.10	VSIG2
ENSG00000019144.15	PHLDB1
ENSG00000019169.10	MARCO
ENSG00000019186.8	CYP24A1
ENSG00000019485.11	PRDM11
ENSG00000019505.6	SYT13
ENSG00000019549.7	SNAI2
ENSG00000019582.13	CD74
ENSG00000019991.14	HGF
ENSG00000019995.6	ZRANB1
ENSG00000020129.14	NCDN
ENSG00000020181.16	GPR124
ENSG00000020256.18	ZFP64
ENSG00000020426.9	MNAT1
ENSG00000020577.12	SAMD4A
ENSG00000020633.17	RUNX3
ENSG00000020922.11	MRE11A
ENSG00000021300.12	PLEKHB1
ENSG00000021355.11	SERPINB1
ENSG00000021461.15	CYP3A43
ENSG00000021488.11	SLC7A9
ENSG00000021574.10	SPAST
ENSG00000021645.16	NRXN3
ENSG00000021762.18	OSBPL5
ENSG00000021776.9	AQR
ENSG00000021826.13	CPS1
ENSG00000021852.11	C8B
ENSG00000022267.15	FHL1
ENSG00000022277.11	RTFDC1
ENSG00000022355.13	GABRA1
ENSG00000022556.14	NLRP2
ENSG00000022567.8	SLC45A4
ENSG00000022840.14	RNF10
ENSG00000022976.14	ZNF839
ENSG00000023041.10	ZDHHC6
ENSG00000023171.13	GRAMD1B
ENSG00000023191.15	RNH1
ENSG00000023228.12	NDUFS1
ENSG00000023287.11	RB1CC1
ENSG00000023318.7	ERP44
ENSG00000023330.13	ALAS1
ENSG00000023445.12	BIRC3
ENSG00000023516.8	AKAP11
ENSG00000023572.7	GLRX2
ENSG00000023608.4	SNAPC1
ENSG00000023697.11	DERA
ENSG00000023734.9	STRAP
ENSG00000023839.9	ABCC2
ENSG00000023892.10	DEF6
ENSG00000023902.12	PLEKHO1
ENSG00000023909.8	GCLM
ENSG00000024048.9	UBR2
ENSG00000024422.10	EHD2
ENSG00000024526.15	DEPDC1
ENSG00000024862.15	CCDC28A
ENSG00000025039.13	RRAGD
ENSG00000025156.11	HSF2
ENSG00000025293.14	PHF20
ENSG00000025423.10	HSD17B6
ENSG00000025434.17	NR1H3
ENSG00000025708.11	TYMP
ENSG00000025770.17	NCAPH2
ENSG00000025772.7	TOMM34
ENSG00000025796.12	SEC63
ENSG00000025800.12	KPNA6
ENSG00000026025.12	VIM
ENSG00000026036.19	RTEL1-TNFRSF6B
ENSG00000026103.18	FAS
ENSG00000026297.14	RNASET2
ENSG00000026508.15	CD44
ENSG00000026559.12	KCNG1
ENSG00000026652.12	AGPAT4
ENSG00000026751.15	SLAMF7
ENSG00000026950.15	BTN3A1
ENSG00000027001.8	MIPEP
ENSG00000027075.12	PRKCH
ENSG00000027644.4	INSRR
ENSG00000027697.11	IFNGR1
ENSG00000027847.12	B4GALT7
ENSG00000027869.10	SH2D2A
ENSG00000028116.15	VRK2
ENSG00000028137.15	TNFRSF1B
ENSG00000028203.16	VEZT
ENSG00000028277.19	POU2F2
ENSG00000028310.16	BRD9
ENSG00000028528.13	SNX1
ENSG00000028839.8	TBPL1
ENSG00000029153.13	ARNTL2
ENSG00000029363.14	BCLAF1
ENSG00000029364.10	SLC39A9
ENSG00000029534.18	ANK1
ENSG00000029559.6	IBSP
ENSG00000029639.9	TFB1M
ENSG00000029725.15	RABEP1
ENSG00000029993.13	HMGB3
ENSG00000030066.12	NUP160
ENSG00000030110.11	BAK1
ENSG00000030304.11	MUSK
ENSG00000030419.15	IKZF2
ENSG00000030582.15	GRN
ENSG00000031003.9	FAM13B
ENSG00000031081.9	ARHGAP31
ENSG00000031691.6	CENPQ
ENSG00000031698.11	SARS
ENSG00000031823.13	RANBP3
ENSG00000032219.17	ARID4A
ENSG00000032389.11	TSSC1
ENSG00000032444.14	PNPLA6
ENSG00000032742.16	IFT88
ENSG00000033011.10	ALG1
ENSG00000033030.12	ZCCHC8
ENSG00000033050.6	ABCF2
ENSG00000033100.13	CHPF2
ENSG00000033122.17	LRRC7
ENSG00000033170.15	FUT8
ENSG00000033178.11	UBA6
ENSG00000033327.11	GAB2
ENSG00000033627.13	ATP6V0A1
ENSG00000033800.12	PIAS1
ENSG00000033867.15	SLC4A7
ENSG00000034053.13	APBA2
ENSG00000034152.17	MAP2K3
ENSG00000034239.9	EFCAB1
ENSG00000034510.5	TMSB10
ENSG00000034533.10	ASTE1
ENSG00000034677.10	RNF19A
ENSG00000034693.13	PEX3
ENSG00000034713.6	GABARAPL2
ENSG00000034971.13	MYOC
ENSG00000035115.20	SH3YL1
ENSG00000035141.6	FAM136A
ENSG00000035403.15	VCL
ENSG00000035499.11	DEPDC1B
ENSG00000035664.10	DAPK2
ENSG00000035681.6	NSMAF
ENSG00000035687.9	ADSS
ENSG00000035720.6	STAP1
ENSG00000035862.11	TIMP2
ENSG00000035928.13	RFC1
ENSG00000036054.11	TBC1D23
ENSG00000036257.11	CUL3
ENSG00000036448.8	MYOM2
ENSG00000036473.6	OTC
ENSG00000036530.7	CYP46A1
ENSG00000036549.11	ZZZ3
ENSG00000036565.13	SLC18A1
ENSG00000036672.14	USP2
ENSG00000036828.12	CASR
ENSG00000037042.8	TUBG2
ENSG00000037241.6	RPL26L1
ENSG00000037280.14	FLT4
ENSG00000037474.13	NSUN2
ENSG00000037637.9	FBXO42
ENSG00000037749.10	MFAP3
ENSG00000037757.12	MRI1
ENSG00000037897.15	METTL1
ENSG00000037965.5	HOXC8
ENSG00000038002.7	AGA
ENSG00000038210.12	PI4K2B
ENSG00000038219.11	BOD1L1
ENSG00000038274.15	MAT2B
ENSG00000038295.6	TLL1
ENSG00000038358.13	EDC4
ENSG00000038382.16	TRIO
ENSG00000038427.14	VCAN
ENSG00000038532.13	CLEC16A
ENSG00000038945.13	MSR1
ENSG00000039068.17	CDH1
ENSG00000039123.14	SKIV2L2
ENSG00000039139.9	DNAH5
ENSG00000039319.15	ZFYVE16
ENSG00000039523.16	FAM65A
ENSG00000039537.12	C6
ENSG00000039560.12	RAI14
ENSG00000039600.9	SOX30
ENSG00000039650.8	PNKP
ENSG00000039987.5	BEST2
ENSG00000040199.17	PHLPP2
ENSG00000040275.15	SPDL1
ENSG00000040341.16	STAU2
ENSG00000040487.11	PQLC2
ENSG00000040531.13	CTNS
ENSG00000040608.12	RTN4R
ENSG00000040633.11	PHF23
ENSG00000040731.9	CDH10
ENSG00000040933.14	INPP4A
ENSG00000041353.8	RAB27B
ENSG00000041357.14	PSMA4
ENSG00000041515.14	MYO16
ENSG00000041802.9	LSG1
ENSG00000041880.13	PARP3
ENSG00000041982.13	TNC
ENSG00000041988.14	THAP3
ENSG00000042062.10	FAM65C
ENSG00000042088.12	TDP1
ENSG00000042286.13	AIFM2
ENSG00000042304.9	C2orf83
ENSG00000042317.15	SPATA7
ENSG00000042429.9	MED17
ENSG00000042445.12	RETSAT
ENSG00000042493.14	CAPG
ENSG00000042753.10	AP2S1
ENSG00000042781.11	USH2A
ENSG00000042813.6	ZPBP
ENSG00000042832.10	TG
ENSG00000042980.11	ADAM28
ENSG00000043039.6	BARX2
ENSG00000043093.12	DCUN1D1
ENSG00000043143.19	JADE2
ENSG00000043355.9	ZIC2
ENSG00000043462.10	LCP2
ENSG00000043514.14	TRIT1
ENSG00000043591.5	ADRB1
ENSG00000044012.3	GUCA2B
ENSG00000044090.7	CUL7
ENSG00000044115.19	CTNNA1
ENSG00000044446.10	PHKA2
ENSG00000044459.13	CNTLN
ENSG00000044524.9	EPHA3
ENSG00000044574.7	HSPA5
ENSG00000046604.11	DSG2
ENSG00000046647.12	GEMIN8
ENSG00000046651.13	OFD1
ENSG00000046653.13	GPM6B
ENSG00000046774.9	MAGEC2
ENSG00000046889.17	PREX2
ENSG00000047056.13	WDR37
ENSG00000047188.14	YTHDC2
ENSG00000047230.13	CTPS2
ENSG00000047249.15	ATP6V1H
ENSG00000047315.13	POLR2B
ENSG00000047346.11	FAM214A
ENSG00000047365.10	ARAP2
ENSG00000047410.12	TPR
ENSG00000047457.12	CP
ENSG00000047578.11	KIAA0556
ENSG00000047579.18	DTNBP1
ENSG00000047597.5	XK
ENSG00000047617.13	ANO2
ENSG00000047621.10	C12orf4
ENSG00000047634.13	SCML1
ENSG00000047644.16	WWC3
ENSG00000047648.20	ARHGAP6
ENSG00000047662.4	FAM184B
ENSG00000047849.20	MAP4
ENSG00000047932.12	GOPC
ENSG00000047936.9	ROS1
ENSG00000048028.10	USP28
ENSG00000048052.20	HDAC9
ENSG00000048140.16	TSPAN17
ENSG00000048162.18	NOP16
ENSG00000048342.14	CC2D2A
ENSG00000048392.10	RRM2B
ENSG00000048405.8	ZNF800
ENSG00000048462.9	TNFRSF17
ENSG00000048471.12	SNX29
ENSG00000048540.13	LMO3
ENSG00000048544.5	MRPS10
ENSG00000048545.12	GUCA1A
ENSG00000048649.12	RSF1
ENSG00000048707.12	VPS13D
ENSG00000048740.16	CELF2
ENSG00000048828.15	FAM120A
ENSG00000048991.15	R3HDM1
ENSG00000049089.12	COL9A2
ENSG00000049130.12	KITLG
ENSG00000049167.12	ERCC8
ENSG00000049192.13	ADAMTS6
ENSG00000049239.11	H6PD
ENSG00000049245.11	VAMP3
ENSG00000049246.13	PER3
ENSG00000049247.12	UTS2
ENSG00000049249.7	TNFRSF9
ENSG00000049283.16	EPN3
ENSG00000049323.14	LTBP1
ENSG00000049449.7	RCN1
ENSG00000049540.15	ELN
ENSG00000049541.9	RFC2
ENSG00000049618.20	ARID1B
ENSG00000049656.12	CLPTM1L
ENSG00000049759.15	NEDD4L
ENSG00000049768.13	FOXP3
ENSG00000049769.11	PPP1R3F
ENSG00000049860.12	HEXB
ENSG00000049883.13	PTCD2
ENSG00000050030.12	KIAA2022
ENSG00000050130.16	JKAMP
ENSG00000050165.16	DKK3
ENSG00000050327.13	ARHGEF5
ENSG00000050344.8	NFE2L3
ENSG00000050393.10	MCUR1
ENSG00000050405.12	LIMA1
ENSG00000050426.14	LETMD1
ENSG00000050438.15	SLC4A8
ENSG00000050555.16	LAMC3
ENSG00000050628.19	PTGER3
ENSG00000050730.14	TNIP3
ENSG00000050748.16	MAPK9
ENSG00000050767.14	COL23A1
ENSG00000050820.15	BCAR1
ENSG00000051009.9	FAM160A2
ENSG00000051108.13	HERPUD1
ENSG00000051128.17	HOMER3
ENSG00000051180.15	RAD51
ENSG00000051341.12	POLQ
ENSG00000051382.7	PIK3CB
ENSG00000051523.9	CYBA
ENSG00000051596.8	THOC3
ENSG00000051620.9	HEBP2
ENSG00000051825.13	MPHOSPH9
ENSG00000052126.13	PLEKHA5
ENSG00000052344.14	PRSS8
ENSG00000052723.10	SIKE1
ENSG00000052749.12	RRP12
ENSG00000052795.11	FNIP2
ENSG00000052802.11	MSMO1
ENSG00000052841.13	TTC17
ENSG00000052850.5	ALX4
ENSG00000053108.15	FSTL4
ENSG00000053254.14	FOXN3
ENSG00000053328.8	METTL24
ENSG00000053371.11	AKR7A2
ENSG00000053372.4	MRTO4
ENSG00000053438.8	NNAT
ENSG00000053501.11	USE1
ENSG00000053524.10	MCF2L2
ENSG00000053702.13	NRIP2
ENSG00000053747.14	LAMA3
ENSG00000053770.10	AP5M1
ENSG00000053900.9	ANAPC4
ENSG00000053918.14	KCNQ1
ENSG00000054116.10	TRAPPC3
ENSG00000054118.12	THRAP3
ENSG00000054148.16	PHPT1
ENSG00000054179.10	ENTPD2
ENSG00000054219.10	LY75
ENSG00000054267.19	ARID4B
ENSG00000054277.11	OPN3
ENSG00000054282.14	SDCCAG8
ENSG00000054356.12	PTPRN
ENSG00000054392.11	HHAT
ENSG00000054523.15	KIF1B
ENSG00000054598.6	FOXC1
ENSG00000054611.12	TBC1D22A
ENSG00000054654.14	SYNE2
ENSG00000054690.12	PLEKHH1
ENSG00000054793.12	ATP9A
ENSG00000054796.11	SPO11
ENSG00000054803.3	CBLN4
ENSG00000054938.14	CHRDL2
ENSG00000054965.9	FAM168A
ENSG00000054967.11	RELT
ENSG00000054983.15	GALC
ENSG00000055044.9	NOP58
ENSG00000055070.15	SZRD1
ENSG00000055118.13	KCNH2
ENSG00000055130.14	CUL1
ENSG00000055147.16	FAM114A2
ENSG00000055163.17	CYFIP2
ENSG00000055208.16	TAB2
ENSG00000055211.11	GINM1
ENSG00000055332.15	EIF2AK2
ENSG00000055483.18	USP36
ENSG00000055609.16	KMT2C
ENSG00000055732.11	MCOLN3
ENSG00000055813.5	CCDC85A
ENSG00000055917.14	PUM2
ENSG00000055950.15	MRPL43
ENSG00000055955.14	ITIH4
ENSG00000055957.9	ITIH1
ENSG00000056050.6	C4orf27
ENSG00000056097.14	ZFR
ENSG00000056277.14	ZNF280C
ENSG00000056291.16	NPFFR2
ENSG00000056487.14	PHF21B
ENSG00000056558.9	TRAF1
ENSG00000056586.14	RC3H2
ENSG00000056736.8	IL17RB
ENSG00000056972.17	TRAF3IP2
ENSG00000056998.17	GYG2
ENSG00000057019.14	DCBLD2
ENSG00000057149.13	SERPINB3
ENSG00000057252.11	SOAT1
ENSG00000057294.12	PKP2
ENSG00000057468.6	MSH4
ENSG00000057593.12	F7
ENSG00000057608.15	GDI2
ENSG00000057657.13	PRDM1
ENSG00000057663.11	ATG5
ENSG00000057704.9	TMCC3
ENSG00000057757.8	PITHD1
ENSG00000057935.12	MTA3
ENSG00000058056.7	USP13
ENSG00000058063.14	ATP11B
ENSG00000058085.13	LAMC2
ENSG00000058091.15	CDK14
ENSG00000058262.8	SEC61A1
ENSG00000058272.14	PPP1R12A
ENSG00000058335.14	RASGRF1
ENSG00000058404.18	CAMK2B
ENSG00000058453.15	CROCC
ENSG00000058600.14	POLR3E
ENSG00000058668.13	ATP2B4
ENSG00000058673.14	ZC3H11A
ENSG00000058729.9	RIOK2
ENSG00000058799.12	YIPF1
ENSG00000058804.11	NDC1
ENSG00000058866.13	DGKG
ENSG00000059122.15	FLYWCH1
ENSG00000059145.17	UNKL
ENSG00000059377.14	TBXAS1
ENSG00000059378.11	PARP12
ENSG00000059573.7	ALDH18A1
ENSG00000059588.8	TARBP1
ENSG00000059691.10	GATB
ENSG00000059728.9	MXD1
ENSG00000059758.6	CDK17
ENSG00000059769.18	DNAJC25
ENSG00000059804.14	SLC2A3
ENSG00000059915.15	PSD
ENSG00000060069.15	CTDP1
ENSG00000060138.11	YBX3
ENSG00000060140.7	STYK1
ENSG00000060237.15	WNK1
ENSG00000060339.12	CCAR1
ENSG00000060491.15	OGFR
ENSG00000060558.3	GNA15
ENSG00000060566.12	CREB3L3
ENSG00000060642.9	PIGV
ENSG00000060656.18	PTPRU
ENSG00000060688.11	SNRNP40
ENSG00000060709.12	RIMBP2
ENSG00000060718.17	COL11A1
ENSG00000060749.13	QSER1
ENSG00000060762.17	MPC1
ENSG00000060971.16	ACAA1
ENSG00000060982.13	BCAT1
ENSG00000061273.16	HDAC7
ENSG00000061337.14	LZTS1
ENSG00000061455.10	PRDM6
ENSG00000061492.10	WNT8A
ENSG00000061656.8	SPAG4
ENSG00000061676.13	NCKAP1
ENSG00000061794.11	MRPS35
